사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
천천 농기계 임대사업장,063-352-5399,전라북도 장수군 천천면 장천로 1144-11,전라북도 장수군 천천면 봉덕리 687,35.7296912383,127.5315395110,24,1,10,4,8,4,2,1,21,063-350-2842,장수군 농업기술센터,2019-08-01,4750000,전라북도 장수군
수원시 농업기술센터,031-228-2564,경기도 수원시 권선구 온정로45,경기도 수원시 권선구 오목천동 40,37.250161,126.963138,4,2,8,1,5,2,1,2,인력파종기(1)+비료살포기(1)+동력분무기(1)+파이프성형기(1)+스키드로더(1)+농용굴삭기(1)+고구마수확기(2)+감자수확기(2),031-228-2564,경기도 수원시,2019-10-01,3740000,경기도 수원시
영주시농업기술센터 본소,054-639-7389,경상북도 영주시 안정면 안정로 30,경상북도 영주시 안정면 안심리 131,36.847602,128.5591198,95,20,11,19,32,2,0,1,농용굴삭기(2)+다목적파종기(14)+동력전정기(4)+목재파쇄기(14)+자주식 퇴비살포기(6)+승용관리기 및 작업기(2)+콩예취기(2)+풍구(2),054-639-7377,경상북도 영주시청,2019-09-30,5090000,경상북도 영주시
영주시농업기술센터 남부분소,054-639-3872,경상북도 영주시 문수면 종릉로 516,경상북도 영주시 문수면 만방리 918-2,36.7731837,128.6552531,55,16,5,26,14,2,0,0,농용굴삭기(2)+다목적파종기(11)+동력전정기(4)+목재파쇄기(5)+풍구(2)+자주식 퇴비살포기(2)+승용관리기 및 작업기(5)+풍구(2),054-639-7377,경상북도 영주시청,2019-09-30,5090000,경상북도 영주시
영주시농업기술센터 북부분소,054-639-3783,경상북도 영주시 단산면 아호로 6,경상북도 영주시 단산면 옥대리 135-4,36.9481751,128.6173496,45,7,5,10,13,0,0,3,농용굴삭기(3)+다목적파종기(10)+목재파쇄기(3)+자주식 퇴비살포기(3)+승용관리기 및 작업기(2),054-639-7377,경상북도 영주시청,2019-09-30,5090000,경상북도 영주시
태안군농업기술센터(본소),041-673-8282,충청남도 태안군 태안읍 송암로 523,충청남도 태안군 태안읍 송암리 770-2,36.7332033527,126.3055442996,93,45,37,83,56,0,0,0,197,041-673-8282,태안군농업기술센터,2019-05-31,4620000,충청남도 태안군
태안군농업기술센터(남부지소),041-670-2455,충청남도 태안군 안면읍 장터로 10,충청남도 태안군 안면읍 승언리 341-125,36.5111701193,126.3508553034,46,20,32,29,9,0,0,0,53,041-670-2455,태안군농업기술센터,2019-05-31,4620000,충청남도 태안군
태안군농업기술센터(북부지소),041-670-2249,충청남도 태안군 원북면 원이로 1015,충청남도 태안군 원북면 원이로 1015,36.8348597047,126.270937989,32,14,11,30,37,2,0,0,37,041-670-2249,태안군농업기술센터,2019-05-31,4620000,충청남도 태안군
태안군농업기술센터(중부지소),041-670-5078,충청남도 태안군 근흥면 마금로 227,충청남도 태안군 근흥면 마금리 326,36.7519720657,126.2256278543,23,13,21,31,26,0,0,0,34,041-670-5078,태안군농업기술센터,2019-05-31,4620000,충청남도 태안군
담양군농기계임대사업소(본소),061-380-3434,전라남도 담양군 담양읍 면앙정로 730,전라남도 담양군 담양읍 천변리 396-4,35.3118527214,126.9741809127,127,10,31,13,2,2,26,1,121,061-380-3420,담양군농업기술센터,2019-09-17,4850000,전라남도 담양군
울산광역시농업기술센터,052-229-5431,울산광역시 울주군 청량면 청량천변로 211,울산광역시 울주군 청량면 문죽리 253,35.314017,129.151995,65,22,42,14,7,0,0,0,굴삭기(11)+굴삭기버켓+소(2)+굴삭기버켓+대(2)+동력박피기(5)+동력퇴비살포기(4)+SS기(2)+콩예취기(2)+탈망기(2)+자동전동가위(5)+인력파종기(8)+동력이식기(채소)(2)+동력이식기(고구마)(1)+승용제초기(4)+잔가지파쇄기(7)+동력운반차(5)+승용배토기(3)+엔진주행식분무기(1)+구굴기(2)+동력제초기(2)+밭전용배토기(2)+양파이식기(1)+고소작업차(1)+인공수분기(5),052-229-5431,울산광역시농업기술센터,2019-09-27,6310000,울산광역시
함안군농기계대여은행(가야권),055-580-4482,경상남도 함안군 가야읍 삼봉로 422,경상남도 함안군 가야읍 묘사리 910,35.29098022,128.3813658,89,5,21,10,18,1,1,1,61,055-580-4401,함안군농업기술센터,2019-09-23,5400000,경상남도 함안군
함안군농기계대여은행(삼칠권),055-580-4492,경상남도 함안군 칠서면 회산길 108,경상남도 함안군 칠서면 회산리 34-3,35.31777848,128.499122,63,5,10,4,15,1,1,1,51,055-580-4401,함안군농업기술센터,2019-09-23,5400000,경상남도 함안군
강화군농기계은행 본점,032-930-4174,인천광역시 강화군 불은면 중앙로 742-2,인천광역시 강화군 불은면 삼성리 1027-42,37.7034251994,126.4355979555,159,13,39,27,42,5,0,0,114대,032-930-3114,인천광역시 강화군청,2019-09-20,3570000,인천광역시 강화군
강화군농기계은행 교동분점,032-932-4121,인천광역시 강화군 교동면 교동남로 333,인천광역시 강화군 교동면 상용리 876-9,37.7759740474,126.305462,73,1,13,5,17,0,0,0,37대,032-930-3114,인천광역시 강화군청,2019-09-20,3570000,인천광역시 강화군
강화군농기계은행 삼산분점,032-932-3209,인천광역시 강화군 삼산면 삼산북로 468-8,인천광역시 강화군 삼산면 석모리 525-1,37.7051130350,126.3222588925,65,2,6,3,6,0,0,0,30대,032-930-3114,인천광역시 강화군청,2019-09-20,3570000,인천광역시 강화군
강화군농기계은행 북부분점,032-933-4174,인천광역시 강화군 송해면 강화대로 842-12,인천광역시 강화군 송해면 하도리 1218,37.7664082795,126.4513763255,92,3,12,15,15,3,0,0,52대,032-930-3114,인천광역시 강화군청,2019-09-20,3570000,인천광역시 강화군
광양시 농업기술센터 기술보급과,061-797-3433,전라남도 광양시 봉강면 인덕로 1169-20,전라남도 광양시 봉강면 지곡리 862-36,34.98789317,127.576521,94,26,72,13,15,17,22,15,335,061-797-3558,전라남도 광양시청,2019-03-22,4840000,전라남도 광양시
본점,061-339-2601,전라남도 나주시 동방1길 14,전라남도 나주시 동수동 144,34.9786343202,126.681862,24,2,15,9,9,2,21,15,"SS기(1)+SS퇴비살포기(4)+과수용작업대(1)외  108종,325대",061-339-2601,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
북부권역(금천),061-339-2602,전라남도 나주시 금천면 벽류길 18,전라남도 나주시 오강리 482-1,35.030685,126.750684,10,2,5,8,7,2,0,16,"SS기(1)+SS퇴비살포기(5)외 109종,147대",061-339-2602,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
동부권역(봉황),061-331-4423,전라남도 나주시 봉황면 봉황로 708,전라남도 나주시 죽석리 6991,34.9557542659,126.7797834308,9,2,3,3,7,1,0,7,"SS퇴비살포기(5) 외  110종, 152대",061-331-4423,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
서부권역(문평),061-339-2604,전라남도 나주시 문평면 금신길 5,전라남도 나주시 문평면 옥당리 412,35.025986,126.6222158767,8,2,5,3,5,1,0,8,"SS퇴비살포기(3) 외  110종,125대",061-339-2604,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
북동권역(남평),061-339-2605,전라남도 나주시 남평읍 세남로 1726-19,전라남도 나주시 남평읍 대교리 202-7,35.042097,126.8378149256,5,2,3,3,4,1,0,5,"SS퇴비살포기(2) 외  110종,81대",061-339-2605,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
북서권역(노안),061-335-5994,전라남도 나주시 노안면 금산로 80,전라남도 나주시 금동리 301,35.0805065237,126.7288955112,3,2,3,2,4,0,0,4,"SS퇴비살포기(2) 외  110종,65대",061-335-5994,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
남부권역(공산),061-339-2606,전라남도 나주시 공산면 나주서부로 1385,전라남도 나주시 공산면 동촌리 906-3,34.9366440701,126.5808218059,3,0,0,2,4,0,0,4,"SS퇴비살포기(1) 외  110종, 63대",061-339-2606,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
예산군 농기계임대사업장(본소),041-339-8134,충청남도 예산군 신암면 오신로 852,충청남도 예산군 신암면 종경리 281-22,36.74272204,126.8140246,155,15,23,22,29,14,6,4,자주형 동력기계 보험가입필요,041-339-8134,예산군 농업기술센터,2019-09-26,4610000,충청남도 예산군
천안시농업기술센터동남구임대사업소,041-521-2966,충청남도 천안시 동남구 목천읍 목천안터1길15,충청남도 천안시 동남구 목천읍 신계리 280-1,36.7755080592,127.2078977638,89,17,34,11,20,8,7,1,논두렁예취기(3)+콩예취기(2)+동력배토기(1)+육묘운반기(1)+인삼종자과육제거기(1)+보리정맥기(1)+동력분무기(3)+과수박피기(8)+승용제초기(21)+잔가지파쇄기(7)+휴대용전동가위(11)+SS방제기(1)+자동릴방제기(2)+퇴비살포기(10)+스키드로더(3)+액비살포기(1)+농용굴삭기(8)+동력운반차(4)+동력절단기(2)+잡곡수확기(1),041-521-2962,충청남도천안시농업기술센터,2019-08-28,4490000,충청남도 천안시
천안시농업기술센터서북구구임대사업소,041-521-2267,충청남도 천안시 서북구 성거읍 오목모전길38-17,충청남도 천안시 서북구 성거읍 오목리 산35-1,36.8985118152,127.2083251786,75,19,18,11,22,5,5,2,논두렁예취기(2)+콩예취기(2)+훈탄제조기(1)+과수박피기(6)+승용제초기(15)+잔가지파쇄기(4)+동력제초기(2)+휴대용전동가위(7)+동물사체처리기(1)+무인모우아(1)+자동릴방제기(1)+퇴비살포기(5)+사각볏집절단기(1)+스키드로더(1)+농용굴삭기(5)+동력운반차(2)+동력절단기(1)+동력제초기(1),041-521-2962,충청남도천안시농업기술센터,2019-08-28,4490000,충청남도 천안시
남원시 농기계임대사업(이백본소),063-620-8023,전라북도 남원시 이백로 309,전라북도 남원시 이백면 서곡리 429,35.4253754041,127.4406483462,69,17,18,18,16,2,2,0,70,063-620-8022,전라북도 남원시,2019-09-10,4700000,전라북도 남원시
남원시 농기계임대사업(금지분소),063-620-5554,전라북도 남원시 금지면 물머리로 12,전라북도 남원시 금지면 창산리 72-2,35.346001,127.3032268,64,15,24,20,17,1,1,0,71,063-620-8022,전라북도 남원시,2019-09-10,4700000,전라북도 남원시
남원시 농기계임대사업(인월분소),063-620-5557,전라북도 남원시 인월면 황산로 1733,전라북도 남원시 인월면 서무리 1055-4,35.46172141,127.5935733,65,18,19,16,20,2,1,0,71,063-620-8022,전라북도 남원시,2019-09-10,4700000,전라북도 남원시
남원시 농기계임대사업(사매분소),036-620-5551,전라북도 남원시 사매면 덕오로 52,전라북도 남원시 사매면 오신리 818-1,35.49467987,127.3576326,59,14,17,15,13,2,1,0,56,063-620-8022,전라북도 남원시,2019-09-10,4700000,전라북도 남원시
영덕군농업기술센터 농기계임대사업소 본소,054-730-6891,경상북도 영덕군 영덕읍 구미2길 16,경상북도 영덕군 영덕읍 구미리 70,36.4352270654,129.357369233,2,0,12,11,14,0,0,0,농용동력운반차(3)+농용굴삭기(3)+동력제초기(6)+스프드스프레이어(4)+동력파쇄기(6)+동력퇴비살포기(1),054-730-6861,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
영덕군농업기술센터 농기계임대사업소 북부분소,054-730-7761,경상북도 영덕군 영해면 창수영해로 487,경상북도 영덕군 영해면 벌영리 563-2,36.5423100341,129.396328,2,0,10,9,7,0,0,0,농용동력운반차(2)+농용굴삭기(2)+동력제초기(2)+스프드스프레이어(2)+동력파쇄기(3)+동력퇴비살포기(2),054-730-6861,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
본소임대사업소,063-650-5141,전라북도 순창군 유등면 담순로 1548,전라북도 순창군 유등면 건곡리 750-1,35.379684,127.1638438863,102,17,26,16,17,21,2,1,176,063-650-5128,순창군농업기술센터,2019-06-30,4770000,전라북도 순창군
서부권임대사업소,063-650-5158,전라북도 순창군 구림면 삭골길 37,전라북도 순창군 구림면 월정리 498-1,35.435528569,127.0414132603,51,10,20,16,13,15,0,1,86,063-650-5128,순창군농업기술센터,2019-06-30,4770000,전라북도 순창군
농기계임대사업(본점),061-320-2502,전라남도 함평군 학교면 학교화산길 88,전라남도 함평군 학교면 월산리 1544,35.0530551,126.5408855858,71,0,15,6,10,13,2,0,44,061-320-2470,함평군 농업기술센터,2019-09-24,4960000,전라남도 함평군
농기계임대사업(동부점),061-320-2900,전라남도 함평군 해보면 해삼로 392-12,전라남도 함평군 해보면 문장리 647,35.18428906,126.6066281,41,4,10,4,6,8,2,0,30,061-320-2470,함평군 농업기술센터,2019-09-24,4960000,전라남도 함평군
농기계임대사업(서부점),061-320-2903,전라남도 함평군 손불면 손무로 728,전라남도 함평군 손불면 대전리 190,35.14173886,126.4338171,47,0,10,5,6,6,1,0,33,061-320-2470,함평군 농업기술센터,2019-09-24,4960000,전라남도 함평군
담양군농기계임대사업소(남부지소),061-380-3426,전라남도 담양군 창평면 용운길 31,전라남도 담양군 창평면 삼천리 192-3,35.23314427,127.0238255,47,5,12,8,5,1,5,0,31,061-380-3420,담양군농업기술센터,2019-09-17,4850000,전라남도 담양군
신북읍사무소,033-250-3601,강원도 춘천시 신북읍 율문길 75,강원도 춘천시 신북읍 율문리 293-1,37.9257076,127.7460859,3,0,0,0,0,0,6,2,9,033-250-3601,신북읍사무소,2019-08-29,4180000,강원도 춘천시
동면사무소,033-250-3602,강원도 춘천시 동면 가산로 69,강원도 춘천시 동면 지내리 209-15,37.9103502,127.7811101810,5,5,4,0,0,0,1,0,6,033-250-3602,동면사무소,2019-08-29,4180000,강원도 춘천시
동산면사무소,033-250-3603,강원도 춘천시 동산면 조양길 270,강원도 춘천시 동산면 조양리 363-4,37.7521968318,127.7964605382,10,0,15,0,1,0,3,1,15,033-250-3603,동산면사무소,2019-08-29,4180000,강원도 춘천시
신동면사무소,033-250-3604,강원도 춘천시 신동면 김유정로 1418,강원도 춘천시 신동 면증리 933-4,37.8176127,127.7156245459,1,0,8,0,1,0,5,1,4,033-250-3604,신동면사무소,2019-08-29,4180000,강원도 춘천시
동내면사무소,033-250-3605,강원도 춘천시 동내면 동내로 78,강원도 춘천시 동내면 신촌리 583-1,37.8478901893,127.7611497597,7,1,6,0,0,0,3,0,16,033-250-3605,동내면사무소,2019-08-29,4180000,강원도 춘천시
남면사무소,033-250-3606,강원도 춘천시 남면 충효로 1130,강원도 춘천시 남면 발산리 693,37.7319260417,127.5996338128,14,0,3,0,0,0,2,2,10,033-250-3606,남면사무소,2019-08-29,4180000,강원도 춘천시
남산면사무소,033-250-3607,강원도 춘천시 남산면 한치로 73,강원도 춘천시 남산면 창촌리 67-3,37.7918609995,127.6461900066,13,0,1,0,0,0,5,3,5,033-250-3607,남산면사무소,2019-08-29,4180000,강원도 춘천시
서면사무소,033-250-3608,강원도 춘천시 서면 금산길 31,강원도 춘천시 서면 금산리 925-2,37.8987108,127.6927959,31,0,18,2,2,0,3,0,3,033-250-3608,서면사무소,2019-08-29,4180000,강원도 춘천시
사북면사무소,033-250-3609,강원도 춘천시 사북면 영서로 4721,강원도 춘천시 사북면 신포리 413-3,38.02976027,127.6406282,14,1,6,1,0,0,5,3,11,033-250-3609,사북면사무소,2019-08-29,4180000,강원도 춘천시
북산면사무소,033-250-3610,강원도 춘천시 북산면 493,강원도 춘천시 북산면 오항리 398,37.9872196532,127.8861208567,6,2,0,0,1,0,3,1,5,033-250-3610,북산면사무소,2019-08-29,4180000,강원도 춘천시
강남동주민센터,033-250-3624,강원도 춘천시 방송길 86,강원도 춘천시 온의동 17-5,37.86791566,127.7189513,0,0,0,0,0,0,0,0,0,033-250-3624,강남동주민센터,2019-08-29,4180000,강원도 춘천시
신사우동사무소,033-250-3625,강원도 춘천시 사우4길 28,강원도 춘천시 사농동 99-7,37.90593288,127.7279040784,0,0,0,0,0,0,0,0,3,033-250-3625,신사우동사무소,2019-08-29,4180000,강원도 춘천시
농업기술센터,033-250-3381,강원도 춘천시 신북읍 신샘밭로 365,강원도 춘천시 신북읍 율문리 272-14,37.9261996366,127.7514834473,81,3,25,1,13,1,3,11,71,033-250-3381,농업기술센터,2019-08-29,4180000,강원도 춘천시
보은군농업기술센터 농기계임대사업소,043-540-5754,충청북도 보은군 보은읍 남부로 4737,충청북도 보은군 보은읍 강산리 55-1,36.5048113097,127.7153866157,88,82,168,17,60,2,2,0,194,043-543-5959,보은군농업기술센터,2019-09-16,4420000,충청북도 보은군
가평군농업기술센터,031-580-2880,경기도 가평군 가평읍 아랫마장길 59,경기도 가평군 가평읍 승안리 100,37.8459716369,127.4986540628,15,1,6,3,18,17,19,14,동력이식기(5)+돌수집기(3)+ㅡ키로더(3),031-580-2880,가평군농업기술센터,2019-09-05,4160000,경기도 가평군
단성농기계임대사업소,055-970-7961,경상남도 산청군 단성면 목화로909,경상남도 산청군 단성면 사월리 22,35.2924418576,127.9581545393,65,17,18,2,8,10,0,1,30,055-970-7961,경상남도 산청군 농업기술센터,2019-05-14,5450000,경상남도 산청군
산청농기계임대사업소,055-970-7953,경상남도 산청군 산청읍 정곡척지로3번길62,경상남도 산청군 산청읍 병정리326-1,35.4026965919,127.9007669874,86,18,18,3,10,14,0,5,35,055-970-7953,경상남도 산청군 농업기술센터,2019-05-14,5450000,경상남도 산청군
남부농기계임대사업소,054-650-8144,경상북도 예천군 풍양면 삼강로 451-1,경상북도 예천군 풍양면 낙상리 205,36.509640,128.302591,40,10,7,8,17,1,0,0,인력파종기(21)+농용굴삭기(1)+자주형콩탈곡기(2)+자주형야채이식기(1)+엔진형콩탈곡기(5)+자주형콩탈곡기(2)+보행제초기(2)+자주형퇴비살포기(1)+자주형잔가지파쇄기(1)+모터형잡곡탈곡기(2)+모터형파이프밴딩성형기(2)+자주형콩수확기(5)+모터형탈망기(1)+자주형동력배토기(2)+거치식풍구(1)+동력덩굴파쇄기(2)+동력파종기(1),054-650-8200,경상북도 예천군농업기술센터,2019-09-17,5230000,경상북도 예천군
농기계임대사업소,054-650-8200,경상북도 예천군 예천읍 도효자로 87-56,경상북도 예천군 예천읍 생천리 721-25,36.677143,128.461609,116,31,63,51,41,2,0,2,자주형잔가지파쇄기(16)+스피드스프레이어(2)+자주형승용제초기(3)+자주형콩수확기(10)+모터형콩탈곡기(15)+자주형농용굴삭기(9)+모터형마늘쪽분리기(3)+인력파종기(32)+모터형파이프밴딩성형기(4)+모터형탈망기(4)+SS기탑재형퇴비살포기(3)+자주형덩굴파쇄기(6)+모터형잡곡탈곡기(2)+엔진형콩탈곡기(3)+자주형보행제초기(5)+자주형야채이식기(3)+모터형풍구(2)+모터형땅콩탈곡기(1)+땅콩탈피기(2)+자주형참깨수확기(3)+자주형들깨탈곡기(2),054-650-8200,경상북도 예천군농업기술센터,2019-09-17,5230000,경상북도 예천군
농업기계임대사업소 금마분소,063-859-4955,전라북도 익산시 금마면 제석사지로 21-2,전라북도 익산시 금마면 동고도리 952-17,35.9842958012,127.056385,45,1,35,7,10,5,0,0,고추세척기(3)외 14종(29),063-859-4954,익산시농업기술센터,2019-09-16,4680000,전라북도 익산시
농업기계임대사업소 함열본소,063-859-4325,전라북도 익산시 함열읍 익산대로 1366-20,전라북도 익산시 함열읍 다송리 721-36,36.0404244,126.9586473,75,4,66,13,20,15,0,0,고추세척기(2)외 18종(46),063-859-4959,익산시농업기술센터,2019-09-16,4680000,전라북도 익산시
농기계 임대은행 본점,054-421-2563,경상북도 김천시 구성면 남김천대로 3296-22,경상북도 김천시 구성면 하강리 56번지,36.0777132148,128.099372335,42,5,5,16,13,0,10,0,25,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 동부지점,054-430-1429,경상북도 김천시 초곡길 25(율곡동),경상북도 김천시 율곡동 6-1691,36.1303606581,128.178097283,32,3,3,8,14,0,4,0,18,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 서부지점,054-432-5166,경상북도 김천시 봉산면 봉산2로 30,경상북도 김천시 봉산면 신리 205,36.132835,128.056820547,30,3,3,5,9,0,6,0,31,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 남부지점,054-435-1044,경상북도 김천시 지례면 지례로 40,경상북도 김천시 지례면 상부리 111,35.9887168508,128.034491099,33,4,5,6,11,0,5,0,15,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 북부지점,054-433-5273,경상북도 김천시 감문면 감문로 1043,경상북도 김천시 감문면 보광리 393,36.2135137412,128.180067769,42,3,3,8,11,0,8,0,22,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
동해시농업기술센터 망상지소,033-530-2438,강원도 동해시 초구길 2,강원도 동해시 초구동 110,37.5764959060,129.0880274337,20,7,15,6,11,1,3,0,0,033-530-2438,강원도 동해시농업기술센터,2019-09-10,4210000,강원도 동해시
동해시농업기술센터 북평지소,033-530-2439,강원도 동해시 이원길 77-5,강원도 동해시 이도동 657-4,37.4809988,129.1006932,21,8,14,6,11,0,3,0,0,033-530-2438,강원도 동해시농업기술센터,2019-09-10,4210000,강원도 동해시
농업기계임대센터본소,054-873-2161,경상북도 청송군 청송읍 주왕산로 172-9,경상북도 청송군 청송읍 송생리 715,36.3903162889,129.078227913,69,15,22,8,26,5,3,0,SS기(3)+농용굴삭기(5)+농용고소작업차(8)+동력살분무기(4)+승용제초기(9)+잔가지파쇄기(10)+콩수확기(9)+퇴비살포기(6)+파이프밴딩기(1)+농용고압세척기(3)+동력제초기(5)+농용로우더(1)+사료작물수확기(1)+꿀벌응애기화훈증기(1)+채소이식기(2),054-873-2440,경상북도 청송군 농업기술센터,2019-09-09,5160000,경상북도 청송군
농업기계임대센터남부상담소,054-870-6557,경상북도 청송군 안덕면 안덕로 47,경상북도 청송군 안덕면 명당리 368,36.288317889,128.956575359,30,9,11,3,16,1,2,0,SS기(2)+농용굴삭기(3)+농용고소작업차(3)+동력살분무기(2)+승용제초기(11)+잔가지파쇄기(5)+콩수확기(3)+퇴비살포기(1)+파이프밴딩기(1)+농용고압세척기(2)+동력제초기(3)+농용로우더(1)+사료작물수확기(1)+채소이식기(1),054-873-2440,경상북도 청송군 농업기술센터,2019-09-09,5160000,경상북도 청송군
농업기계임대센터진보상담소,054-870-6871,경상북도 청송군 진보면 양정길 47,경상북도 청송군 진보면 각산리 501-1,36.5335984398,129.053435,21,7,6,3,11,12,4,0,SS기(2)+농용굴삭기(2)+농용고소작업차(5)+승용제초기(4)+잔가지파쇄기(5)+콩수확기(4)+퇴비살포기(5)+농용로우더(1),054-873-2440,경상북도 청송군 농업기술센터,2019-09-09,5160000,경상북도 청송군
중부임대사업소,063-640-4515,전라북도 임실군 임실읍 봉황로 371,전라북도 임실군 임실읍 두곡리 42-1,35.6300363,127.2900121,121,17,35,33,28,6,2,4,57,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
남부임대사업소,063-640-4516,전라북도 임실군 오수면 오수로 195-60,전라북도 임실군 오수면 대명리 699-2,35.5363203,127.3321234,67,24,10,13,19,3,2,6,50,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
북부임대사업소,063-640-4517,전라북도 임실군 신덕면 수지로 36,전라북도 임실군 신덕면 수천리 894-3,35.6806259715,127.173232246,32,13,13,16,9,1,0,1,22,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
서부임대사업소,063-640-4518,전라북도 임실군 강진면 강동로 1346,전라북도 임실군 강진면 갈담리 505,35.5283218287,127.1603291,39,13,9,16,12,1,0,2,42,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군