시도명,시군구명,도로종류,도로노선번호,도로노선명,차로수,버스전용차로기점명,버스전용차로종점명,버스전용차로기점위도,버스전용차로기점경도,버스전용차로종점위도,버스전용차로종점경도,버스전용차로총연장,버스전용차로종류,버스전용차로지정해제여부,시행일자,운영시간구분,평일시작시각,평일종료시각,토요일시작시각,토요일종료시각,공휴일시작시각,공휴일종료시각,명절연휴시작시각,명절연휴종료시각,통행가능차량,버스전용차로속도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
02,동래구,03,40,충렬대로,6,안락교차로,원동IC,35.199091,129.094028,35.193829,129.115938,1.7,01,Y,2017-04-24,04,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,동래구,03,7102,아시아드대로,6,미남교차로,사직삼거리,35.207192,129.069248,35.200638,129.064715,0.9,02,Y,2008-12-31,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"북구, 동래구",03,40,만덕대로,6,구포지하철역,덕천교차로,35.203663,128.994329,35.210111,129.004981,0.9,02,Y,2007-11-19,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"북구, 동래구",03,40,만덕대로,6,덕천교차로,광덕물산,35.210111,129.004981,35.213405,129.023942,1.8,02,Y,2005-07-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"남구, 수영구",03,20,수영로,6,수영교,수영교차로,35.165639,129.124771,35.167522,129.115665,1,02,Y,2008-12-31,02,7:00,9:00,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"남구, 수영구",03,20,수영로,6,수영교차로,KBS삼거리,35.167522,129.115665,35.144047,129.109309,2.7,02,Y,2007-11-19,02,7:00,9:00,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"남구, 수영구",03,20,수영로,6,KBS삼거리,문현교차로,35.144047,129.109309,35.136996,129.069021,3.8,02,Y,2005-07-01,02,7:00,9:00,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"남구, 수영구",03,20,수영로,6,문현교차로,KBS삼거리,35.136996,129.069021,35.144047,129.109309,3.8,02,Y,2005-07-01,02,17:30,20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"남구, 수영구",03,20,수영로,6,KBS삼거리,수영교차로,35.144047,129.109309,35.167522,129.115665,2.7,02,Y,2007-11-19,02,17:30,20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"남구, 수영구",03,20,수영로,6,수영교차로,수영교,35.167522,129.115665,35.165639,129.124771,1,02,Y,2008-12-31,02,17:30,20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"부산진구, 사상구",03,30,가야대로,6,서면교차로,부암역,35.157641,129.058398,35.157495,129.051111,0.7,02,Y,2005-07-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"부산진구, 사상구",03,30,가야대로,6,부암역,서면교차로,35.157495,129.051111,35.157641,129.058398,0.7,02,Y,2007-07-19,01,7:00,20:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"부산진구, 사상구",03,30,가야대로,6,부암역,동의대어귀사거리,35.157495,129.051111,35.153987,129.032231,1.7,02,Y,2014-08-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"부산진구, 사상구",03,30,가야대로,6,주례교차로,동의대어귀사거리,35.150235,129.000208,35.153987,129.032231,3,02,Y,2015-07-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"강서구, 사하구",03,10,낙동남로,6,하단교차로,낙동강하구언입구,35.106184,128.968406,35.106295,128.962841,0.5,02,Y,2008-07-14,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"강서구, 사하구",03,10,낙동남로,6,하구둑교차로,명지IC,35.106599,128.956108,35.110801,128.932782,2,02,Y,2016-07-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"서구, 중구",03,51,보수대로,6,자갈치교차로,부평오거리,35.097237,129.025871,35.099511,129.024699,0.2,02,Y,2011-08-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"부산진구, 연제구",03,71,거제대로,6,부산교대사거리,남문구사거리,35.193107,129.078938,35.188391,129.073683,0.8,02,Y,2011-08-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,"부산진구, 연제구",03,71,거제대로,6,남문구사거리,송공삼거리,35.188391,129.073683,35.168747,129.067237,2.3,02,Y,2014-08-01,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,해운대구,03,23,해운대로,6,원동IC,올림픽교차로,35.193829,129.115938,35.168898,129.138714,3.7,01,Y,2016-12-30,04,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,해운대구,03,23,해운대로,6,올림픽교차로,운촌삼거리,35.168898,129.138714,35.161516,129.147694,1.3,01,Y,2017-06-30,04,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,해운대구,03,23,해운대로,6,운촌삼거리,해운대구청어귀삼거리,35.161516,129.147694,35.165176,129.161636,1.7,01,Y,2019-05-31,04,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
02,북구,03,41,금곡대로,6,덕천역,율리역,35.210546,129.005204,35.246991,129.012981,4.4,02,Y,2017-09-30,02,07:00 + 17:30,09:00 + 20:30,제외,제외,제외,제외,제외,제외,36인승 이상 대형승합자동차+36인승 미만 사업용 승합자동차+ 증명서 받급받은 어린이통학버스+지방경찰청장이 지정한 승합자동차,60,부산광역시,051-888-3971,2019-09-04,6260000,부산광역시
14,여수시,05,1번,신월로,3,여수시청,여수세계박람회장,34.7608775,127.6637489,34.7417962,127.7531204,12.6,02,N,2012-08-12,01,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,9인 이상 승용차 + 승합자동차,60,전라남도 여수시청,061-659-4155,2019-06-26,4810000,전라남도 여수시
14,여수시,05,1번,신월로,3,여수시청,여수세계박람회장,34.7608775,127.6637489,34.7417962,127.7531204,12.6,02,N,2012-08-12,01,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,1899-12-31,9인 이상 승용차 + 승합자동차,60,전라남도 여수시청,061-659-4155,2019-06-26,4810000,전라남도 여수시
05,서구,02,22,상무로,,운천저수지,돌고개역,35.148492,126.852388,35.151741,126.895164,3.5,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,서구,02,22,상무로,,돌고개역,운천저수지,35.151741,126.895164,35.148492,126.852388,3.5,02,Y,2008-01-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,동구,02,22,남문로,,소태역,동구청,35.120340,126.933460,35.147465,126.921928,3.4,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,동구,02,22,남문로,,남광주사거리,소태역,35.139043,126.923172,35.120340,126.933460,2.6,02,Y,2008-01-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,동구,02,29,필문로,,조선대앞사거리,서방사거리,35.144179,126.925930,35.164716,126.919622,3,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,동구,02,29,필문로,,서방사거리,조선대앞사거리,35.164716,126.919622,35.144179,126.925930,3,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,북구,02,1,북문로,,동림동장애인복지관,동운고가,35.186314,126.868751,35.174435,126.882425,1.6,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,남구,02,1,대남로,,농성광장,남광주사거리,35.152260,126.885348,35.134937,126.917009,4.9,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,남구,02,1,대남로,,남광주사거리,농성광장,35.135674,126.918018,35.152260,126.885348,4.9,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,남구,02,1,서문로,,광주대입구,백운광장,35.114652,126.897465,35.132706,126.901137,2.3,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,남구,02,1,서문로,,백운광장,광주대입구,35.132706,126.901137,35.114652,126.897465,2.3,02,Y,2008-01-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,서구,02,1,죽봉로,,동운고가,농성광장,35.168069,126.884206,35.153453,126.883800,2.9,02,Y,1994-05-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,서구,02,1,죽봉로,,농성광장,동운고가,35.153453,126.883800,35.168069,126.884206,2.9,02,Y,2008-01-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,북구,03,대류1로1호선,서암로,,서방사거리,경신여고사거리,35.164716,126.919622,35.172511,126.889811,3.2,02,Y,2008-01-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
05,북구,03,대류1로1호선,서암로,,경신여고사거리,서방사거리,35.172511,126.889811,35.164716,126.919622,3.2,02,Y,2008-01-01,02,출근시각 07:00+퇴근시각 17:30,출근시각 09:00+퇴근시각 19:30,0:00,0:00,0:00,0:00,0:00,0:00,36인승이상 대형승합차+36인승미만 사업용 승합차+어린이통학버스+지방경찰청장이 지정한 승합차,,광주광역시,062-613-4472,2019-05-28,6290000,광주광역시
09,과천시,02,국도47호선,과천대로,8,인덕원사거리,갈현삼거리,37.403086,126.977495,37.417669,126.986862,1.7,02,Y,2002-01-01,02,07:0017:00,10:0021:00,단속안함,단속안함,단속안함,단속안함,단속안함,단속안함,"36인승 이상 대형승합자동차, 36인승 미만 사업용 승합자동차(마을버스),경찰서장의 신고필증을 교부받아 어린이를 운송할 목적으로 운행중인 어린이 통학버스, 지방경찰청장이 노선을 지정하여 운행하는 통학, 통근용 승합자동차 16인승 이상 승합자동차, 범죄예방·진압·화재·재해 등 긴급한 사건사고 조사 및 구난작업을 위한 경우, 도로상의 위험방지 작업을 하는 도로관리용 자동차, 응급차 등",60,과천시청,02-3677-2282,2019-04-30,3970000,경기도 과천시
09,과천시,05,1호선,중앙로,6,갈현삼거리,관문사거리,37.417669,126.986862,37.446021,126.995721,3.6,02,Y,2002-01-01,02,07:0017:00,10:0021:00,단속안함,단속안함,단속안함,단속안함,단속안함,단속안함,"36인승 이상 대형승합자동차, 36인승 미만 사업용 승합자동차(마을버스),경찰서장의 신고필증을 교부받아 어린이를 운송할 목적으로 운행중인 어린이 통학버스, 지방경찰청장이 노선을 지정하여 운행하는 통학, 통근용 승합자동차 16인승 이상 승합자동차, 범죄예방·진압·화재·재해 등 긴급한 사건사고 조사 및 구난작업을 위한 경우, 도로상의 위험방지 작업을 하는 도로관리용 자동차, 응급차 등",60,과천시청,02-3677-2282,2019-04-30,3970000,경기도 과천시
09,과천시,02,국도47호선,과천대로,8,관문사거리,남태령정상,37.446021,126.995721,37.457928,126.988751,1.4,02,Y,2002-01-01,02,07:00,1899-12-31,단속안함,단속안함,단속안함,단속안함,단속안함,단속안함,"36인승 이상 대형승합자동차, 36인승 미만 사업용 승합자동차(마을버스),경찰서장의 신고필증을 교부받아 어린이를 운송할 목적으로 운행중인 어린이 통학버스, 지방경찰청장이 노선을 지정하여 운행하는 통학, 통근용 승합자동차 16인승 이상 승합자동차, 범죄예방·진압·화재·재해 등 긴급한 사건사고 조사 및 구난작업을 위한 경우, 도로상의 위험방지 작업을 하는 도로관리용 자동차, 응급차 등",60,과천시청,02-3677-2282,2019-04-30,3970000,경기도 과천시
16,창원시,02,25,진해-청주선,1,창원서부경찰서,도계광장,35.252156,128.638598,35.261553,128.630837,1.2km,02,Y,2005-09-01,02,17:30,19:30,미운영,미운영,미운영,미운영,미운영,미운영,9인승 이상 차량(6명이상 탑승),70,창원시,055-225-4291,2019-04-16,5670000,경상남도 창원시
16,창원시,02,14,거제-포항선,1,도계광장,석전삼거리,35.261553,128.630837,35.225757,128.572906,7.1km,02,Y,2005-09-01,02,6:30,8:00,미운영,미운영,미운영,미운영,미운영,미운영,9인승 이상 차량(6명이상 탑승),70,창원시,055-225-4291,2019-04-16,5670000,경상남도 창원시
16,창원시,02,14,거제-포항선,1,도계광장,석전삼거리,35.261553,128.630837,35.225757,128.572906,7.1km,02,Y,2005-09-01,02,17:30,19:30,미운영,미운영,미운영,미운영,미운영,미운영,9인승 이상 차량(6명이상 탑승),70,창원시,055-225-4291,2019-04-16,5670000,경상남도 창원시