시도명,시군구명,납부필증사용대상,납부필증유형,1ℓ가격,2ℓ가격,3ℓ가격,4ℓ가격,5ℓ가격,6ℓ가격,7ℓ가격,10ℓ가격,15ℓ가격,20ℓ가격,22ℓ가격,25ℓ가격,26ℓ가격,30ℓ가격,40ℓ가격,50ℓ가격,60ℓ가격,70ℓ가격,120ℓ가격,200ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
세종특별자치시,세종특별자치시,기타,납부필증,0,0,80,0,130,0,0,270,0,540,0,0,0,0,0,0,0,0,3200,0,도시청결과,044-300-4276,2018-12-14,5690000,세종특별자치시
전라북도,익산시,단독주택,납부필증,0,0,200,0,340,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0,청소자원과,063-859-5474,2019-08-08,4680000,전라북도 익산시
서울특별시,강남구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,7200,0,서울특별시 강남구청,02-3423-5985,2019-08-21,3220000,서울특별시 강남구
부산광역시,동래구,단독주택,납부필증,0,160,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,청소과,051-550-4454,2019-08-16,3300000,부산광역시 동래구
경상남도,산청군,기타,전용용기,0,0,0,0,120,0,0,0,0,450,0,0,0,0,0,0,1430,0,2640,0,환경위생과,055-970-7131,2019-08-16,5450000,경상남도 산청군
경상남도,산청군,기타,기타,0,0,80,0,120,0,0,230,0,450,0,0,0,0,0,1130,0,0,0,0,환경위생과,055-970-7131,2019-08-16,5450000,경상남도 산청군
울산광역시,울주군,단독주택,납부필증,0,0,0,0,180,0,0,0,0,720,0,0,0,0,0,0,0,0,4320,0,생태환경과,052-204-2145,2019-07-31,3730000,울산광역시 울주군
전라북도,완주군,단독주택,납부필증,0,0,110,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,완주군청 환경과,063-290-2673,2019-08-07,4720000,전라북도 완주군
전라남도,함평군,단독주택,전용용기,0,0,0,0,100,0,0,0,0,400,0,0,0,0,0,0,1190,0,2390,0,환경상하수도과,061-320-1833,2019-08-06,4960000,전라남도 함평군
울산광역시,동구,단독주택,납부필증,0,0,150,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경미화과,052-209-3617,2019-05-31,3710000,울산광역시 동구
울산광역시,동구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,0,환경미화과,052-209-3617,2019-05-31,3710000,울산광역시 동구
울산광역시,동구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,6000,0,12000,0,환경미화과,052-209-3617,2019-05-31,3710000,울산광역시 동구
전라남도,장성군,단독주택,납부필증,0,0,0,0,70,0,0,0,0,280,0,0,0,0,0,0,0,0,1680,0,환경위생과,061-390-7336,2019-06-30,4980000,전라남도 장성군
전라북도,전주시,기타,기타,0,0,210,0,350,0,0,700,0,1400,0,0,0,0,0,0,0,6888,13776,0,전라북도 전주시청,063-281-2178,2019-05-31,4640000,전라북도 전주시
전라남도,여수시,단독주택,납부필증,0,0,100,0,150,0,0,300,0,0,0,0,0,0,0,0,2000,0,4000,0,도시미화과,061-659-3840,2019-06-26,4810000,전라남도 여수시
서울특별시,관악구,사업장용,납부필증,0,0,0,0,0,0,0,1400,0,2800,0,0,0,0,0,0,8400,0,16800,0,청소행정과,02-879-6222,2019-06-03,3200000,서울특별시 관악구
서울특별시,관악구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-879-6222,2019-06-03,3200000,서울특별시 관악구
전라남도,구례군,단독주택/공동주택/사업장용/기타,전용용기,0,0,0,0,100,0,0,150,0,300,0,0,0,0,0,0,1000,0,2000,0,환경교통과,061-780-2143,2019-06-26,4870000,전라남도 구례군
전라남도,목포시,단독주택,납부필증,0,0,130,0,220,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,061-270-8574,2019-06-27,4800000,전라남도 목포시
전라남도,목포시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5180,0,자원순환과,061-270-8574,2019-06-27,4800000,전라남도 목포시
전라남도,목포시,사업장용,납부필증,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,자원순환과,061-270-8574,2019-06-27,4800000,전라남도 목포시
전라북도,남원시,단독주택,납부필증,0,0,100,0,150,0,0,270,0,510,0,0,0,0,0,0,1400,0,2800,0,환경과,063-620-6243,2019-06-10,4700000,전라북도 남원시
전라북도,남원시,공동주택,납부필증,0,0,100,0,150,0,0,270,0,510,0,0,0,0,0,0,1400,0,2800,0,환경과,063-620-6243,2019-06-10,4700000,전라북도 남원시
전라북도,남원시,사업장용,납부필증,0,0,100,0,150,0,0,270,0,510,0,0,0,0,0,0,1400,0,2800,0,환경과,063-620-6243,2019-06-10,4700000,전라북도 남원시
전라북도,남원시,기타,납부필증,0,0,100,0,150,0,0,270,0,510,0,0,0,0,0,0,1400,0,2800,0,환경과,063-620-6243,2019-06-10,4700000,전라북도 남원시
충청북도,증평군,기타,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경위생과,043-835-3643,2019-05-28,5570000,충청북도 증평군
경상남도,합천군,공동주택/음식점,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,2100,0,환경위생과,055-930-3304,2019-06-19,5480000,경상남도 합천군
서울특별시,강동구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,02-3425-5882,2019-06-13,3240000,서울특별시 강동구
서울특별시,강동구,사업장용,납부필증,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,02-3425-5882,2019-06-13,3240000,서울특별시 강동구
광주광역시,광산구,단독주택,납부필증,0,0,140,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-960-8477,2019-01-01,3630000,광주광역시 광산구
광주광역시,광산구,사업장용,납부필증,0,0,0,0,0,420,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,청소행정과,062-960-8477,2019-01-01,3630000,광주광역시 광산구
강원도,횡성군,단독주택,전용용기,0,0,60,0,100,0,0,0,0,400,0,0,0,0,0,0,0,0,2400,0,청정환경사업소,033-340-5935,2019-06-13,4260000,강원도 횡성군
경상북도,울진군,단독주택,납부필증,0,0,80,0,130,0,0,0,0,540,0,0,0,0,0,0,1620,0,3240,0,환경위생과,054-789-6721,2020-07-13,5250000,경상북도 울진군
경상남도,밀양시,단독주택,납부필증,0,0,0,0,180,0,0,0,540,710,0,0,0,0,0,0,2120,0,4220,0,환경관리과,055-359-5321,2017-11-30,5360000,경상남도 밀양시
경상남도,밀양시,공동주택,납부필증,0,0,0,0,180,0,0,0,540,710,0,0,0,0,0,0,2120,0,4220,0,환경관리과,055-359-5321,2017-11-30,5360000,경상남도 밀양시
강원도,영월군,공동주택,전용용기,0,0,0,0,70,0,0,0,0,230,0,0,0,0,0,0,0,0,1440,0,환경산림과,033-370-2335,2018-08-27,4270000,강원도 영월군
강원도,영월군,사업장용,전용용기,0,0,0,0,70,0,0,0,0,230,0,0,0,0,0,0,0,0,1440,0,환경산림과,033-370-2335,2018-08-27,4270000,강원도 영월군
강원도,영월군,사업장용,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,환경산림과,033-370-2335,2018-08-27,4270000,강원도 영월군
충청남도,당진시,기타,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,4200,0,자원순환과,041-350-4322,2018-08-27,5680000,충청남도 당진시
전라북도,김제시,단독주택,납부필증,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경과,063-540-3165,2018-08-09,4710000,전라북도 김제시
전라북도,김제시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,0,환경과,063-540-3165,2018-08-09,4710000,전라북도 김제시
전라북도,김제시,사업장용,납부필증,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,1380,0,2770,0,환경과,063-540-3165,2018-08-09,4710000,전라북도 김제시
전라북도,김제시,기타,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240,0,환경과,063-540-3165,2018-08-09,4710000,전라북도 김제시
전라북도,고창군,단독주택,기타,0,0,0,0,100,0,0,200,0,0,0,0,0,0,0,0,1200,0,2400,0,환경시설사업소,063-560-2891,2018-07-31,4780000,전라북도 고창군
부산광역시,금정구,단독주택,전용용기,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,자원순환과,051-519-4452,2019-08-27,3350000,부산광역시 금정구
부산광역시,금정구,공동주택,납부필증,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,051-519-4452,2019-08-27,3350000,부산광역시 금정구
부산광역시,금정구,사업장용,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,12000,0,자원순환과,051-519-4452,2019-08-27,3350000,부산광역시 금정구
강원도,춘천시,단독주택,전용용기,0,0,80,0,140,0,0,230,0,470,0,0,0,0,0,0,0,0,0,0,자원순환과,033-250-4350,2019-08-23,4180000,강원도 춘천시
인천광역시,서구,단독주택,납부필증,0,0,180,0,300,0,0,0,0,0,0,0,0,0,0,0,3600,0,7200,0,자원순환과,032-560-4412,2019-08-07,3560000,인천광역시 서구
인천광역시,서구,단독주택,김장전용봉투,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,자원순환과,032-560-4412,2019-08-07,3560000,인천광역시 서구
인천광역시,서구,청라지역,음식물류폐기물 전용봉투,0,120,180,0,300,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,032-560-4412,2019-08-07,3560000,인천광역시 서구
강원도,양양군,공동주택,기타,0,40,60,0,90,0,0,170,0,340,0,0,0,0,0,0,0,0,0,0,환경과,033-670-2186,2019-08-21,4350000,강원도 양양군
강원도,양양군,사업장용,기타,0,40,60,0,90,0,0,170,0,340,0,0,0,0,0,0,0,0,0,0,환경과,033-670-2186,2019-08-21,4350000,강원도 양양군
서울특별시,서대문구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-330-1530,2019-07-18,3120000,서울특별시 서대문구
서울특별시,서대문구,공동주택,납부필증,0,0,0,0,0,0,0,1400,0,2800,0,3500,0,0,0,0,0,0,16800,0,청소행정과,02-330-1530,2019-07-18,3120000,서울특별시 서대문구
전라북도,진안군,단독주택,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경산림과,063-430-2339,2019-06-05,4730000,전라북도 진안군
경기도,하남시,단독주택,납부필증,0,0,110,0,180,0,0,360,0,700,0,0,0,0,0,0,0,0,0,0,자원순환과,031-790-6251,2019-04-15,4040000,경기도 하남시
서울특별시,서초구,사업장용,기타,0,0,0,0,700,0,0,1400,0,2800,0,0,0,0,0,0,8400,0,16800,0,청소행정과,02-2155-6747,2019-05-27,3210000,서울특별시 서초구
경기도,포천시,단독주택/공동주택/사업장용/기타,납부필증/기타,0,0,70,0,130,0,0,260,0,520,0,0,0,0,0,0,0,0,0,0,친환경정책과,031-538-2245,2019-05-01,5600000,경기도 포천시
충청남도,계룡시,단독주택,납부필증,0,0,150,0,250,0,0,0,0,1000,0,0,0,0,0,0,0,0,6000,0,환경위생과,042-840-2484,2019-05-16,5580000,충청남도 계룡시
충청남도,계룡시,공동주택,납부필증,0,0,150,0,250,0,0,0,0,1000,0,0,0,0,0,0,0,0,6000,0,환경위생과,042-840-2484,2019-05-16,5580000,충청남도 계룡시
충청남도,계룡시,사업장용,납부필증,0,0,150,0,250,0,0,0,0,1000,0,0,0,0,0,0,0,0,6000,0,환경위생과,042-840-2484,2019-05-16,5580000,충청남도 계룡시
경기도,가평군,단독주택,전용용기,0,40,60,0,100,0,0,200,0,400,0,0,0,0,0,1000,0,0,0,0,환경과 환경미화팀,031-580-2552,2019-05-13,4160000,경기도 가평군
부산광역시,서구,단독주택,납부필증,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,051-240-4451,2019-05-08,3260000,부산광역시 서구
부산광역시,서구,단독주택,납부필증,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,051-240-4451,2019-05-08,3260000,부산광역시 서구
부산광역시,서구,기타,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,청소행정과,051-240-4451,2019-05-08,3260000,부산광역시 서구
부산광역시,서구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,청소행정과,051-240-4451,2019-05-08,3260000,부산광역시 서구
부산광역시,서구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,051-240-4451,2019-05-08,3260000,부산광역시 서구
경기도,화성시,기타,납부필증,0,0,160,0,0,0,0,530,0,0,0,0,0,0,0,0,1220,0,0,0,자원순환과,031-369-6847,2019-04-17,5530000,경기도 화성시
경기도,구리시,기타,납부필증,0,0,100,0,160,0,0,300,0,600,0,0,0,0,0,0,0,0,0,0,자원행정과,031-550-2259,2019-04-26,3980000,경기도 구리시
서울특별시,광진구,단독주택,납부필증,0,190,300,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소과,02-450-7627,2019-02-26,3040000,서울특별시 광진구
서울특별시,광진구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소과,02-450-7627,2019-02-26,3040000,서울특별시 광진구
서울특별시,광진구,사업장용,납부필증,0,0,0,0,0,0,0,1400,0,2800,0,0,0,0,0,0,0,0,16800,0,청소과,02-450-7627,2019-02-26,3040000,서울특별시 광진구
세종특별자치시,세종특별자치시,기타,납부필증,0,0,80,0,130,0,0,270,0,540,0,0,0,0,0,0,0,0,3200,0,도시청결과,044-300-4276,2018-12-14,5690000,세종특별자치시
강원도,고성군,기타,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,환경보호과,033-680-3985,2020-07-14,4340000,강원도 고성군
충청남도,서천군,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,환경보호과,041-950-4395,2020-07-10,4580000,충청남도 서천군
전라북도,순창군,단독주택,납부필증,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,2400,0,4800,0,환경수도과,063-650-1725,2020-07-02,4770000,전라북도 순창군
서울특별시,강북구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,2800,0,0,0,0,0,0,8400,0,16800,0,청소행정과,02-901-6763,2020-06-11,3080000,서울특별시 강북구
서울특별시,강북구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,12000,0,청소행정과,02-901-6763,2020-06-11,3080000,서울특별시 강북구
경상북도,청도군,단독주택+공동주택,전용용기,0,0,90,0,150,0,0,0,0,600,0,0,0,0,0,0,0,0,3600,0,환경과,054-370-6193,2020-06-30,5190000,경상북도 청도군
울산광역시,중구,공동주택,납부필증,0,0,0,0,300,0,0,0,0,2400,0,0,0,0,0,0,7200,0,14400,0,경영사업팀,052-290-7657,2020-07-07,B553013,울산광역시중구도시관리공단
울산광역시,중구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,7200,0,14400,0,경영사업팀,052-290-7657,2020-07-07,B553013,울산광역시중구도시관리공단
전라남도,강진군,사업장용,납부필증,0,0,0,0,0,110,0,0,0,0,0,0,0,550,0,0,1100,0,2200,0,환경축산과,061-430-3235,2020-07-09,4920000,전라남도 강진군
충청남도,홍성군,사업장용,기타,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,1200,0,2400,0,환경과,041-630-1338,2020-07-06,4600000,충청남도 홍성군
충청남도,홍성군,사업장용,기타,0,0,0,0,0,0,0,0,0,0,0,3320,0,0,0,0,7980,0,15950,0,환경과,041-630-1338,2020-07-06,4600000,충청남도 홍성군
경상북도,군위군,단독주택+공동주택,납부필증,0,0,0,0,70,0,0,130,0,240,0,0,0,0,0,0,0,0,0,0,환경위생과,054-380-7946,2020-07-13,5140000,경상북도 군위군
충청북도,청주시,단독주택+공동주택+기타,전용용기+납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,3600,0,7200,0,자원정책과,043-201-4674,2020-06-30,5710000,충청북도 청주시
대구광역시,달성군,단독주택/공동주택/사업장용,납부필증,0,0,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,청소위생과,053-668-2713,2020-07-01,3480000,대구광역시 달성군
인천광역시,연수구,단독주택,전용용기,0,0,180,0,300,0,0,600,0,0,0,1430,0,0,0,0,0,0,6830,0,자원순환과,032-749-7863,2020-07-13,3520000,인천광역시 연수구
인천광역시,연수구,사업장용,전용용기,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,8530,0,자원순환과,032-749-7863,2020-07-13,3520000,인천광역시 연수구
경상북도,의성군,기타,전용용기,0,0,0,0,85,0,0,170,0,340,0,0,0,0,0,0,0,0,1500,0,환경과,054-830-6571,2020-06-30,5150000,경상북도 의성군
대구광역시,수성구,단독주택,전용용기,0,0,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,자원순환과,053-666-2716,2020-07-14,3460000,대구광역시 수성구
경상북도,울진군,공동주택,전용용기,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경위생과,054-789-6721,2020-07-13,5250000,경상북도 울진군
대전광역시,유성구,단독주택,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경보호과,042-611-2372,2020-07-14,3670000,대전광역시 유성구
울산광역시,중구,단독주택,납부필증,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,울산광역시 중구청,052-290-3774,2019-09-24,3690000,울산광역시 중구
울산광역시,중구,공동주택,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,12000,0,울산광역시 중구청,052-290-3774,2019-09-24,3690000,울산광역시 중구
울산광역시,중구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,6000,0,12000,0,울산광역시 중구청,052-290-3774,2019-09-24,3690000,울산광역시 중구
부산광역시,연제구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,051-665-4436,2019-09-17,3370000,부산광역시 연제구
부산광역시,연제구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,자원순환과,051-665-4436,2019-09-17,3370000,부산광역시 연제구
울산광역시,북구,단독주택,납부필증,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,0,환경미화과,052-241-7813,2019-09-10,3720000,울산광역시 북구
울산광역시,북구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,6000,0,12000,0,환경미화과,052-241-7813,2019-09-10,3720000,울산광역시 북구
서울특별시,금천구,사업장용,납부필증,0,0,0,0,0,0,0,1400,0,0,0,3500,0,0,0,0,8400,0,16800,0,청소행정과,02-2627-2375,2019-08-31,3170000,서울특별시 금천구
경상북도,김천시,단독주택,전용용기,0,0,0,0,150,0,0,0,0,600,0,0,0,0,0,0,0,0,3600,0,생활환경과,054-420-6183,2019-09-10,5060000,경상북도 김천시
경상북도,경산시,단독주택,납부필증,0,0,75,0,120,0,0,0,0,500,0,0,0,0,0,0,0,0,2760,0,자원순환과,053-810-6061,2019-09-10,5130000,경상북도 경산시
경상북도,경산시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,0,자원순환과,053-810-6061,2019-09-10,5130000,경상북도 경산시
경상북도,경산시,단독주택,기타,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,자원순환과,053-810-6061,2019-09-10,5130000,경상북도 경산시
경상북도,경산시,공동주택,기타,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,자원순환과,053-810-6061,2019-09-10,5130000,경상북도 경산시
부산광역시,부산진구,단독주택,전용용기,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,청소행정과,051-605-4455,2019-08-22,3290000,부산광역시 부산진구
전라남도,순천시,기타,납부필증,0,0,110,0,0,210,0,350,0,700,0,0,0,0,0,0,2090,0,4180,0,청소자원과,061-749-6403,2019-08-29,4820000,전라남도 순천시
부산광역시,남구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,청소행정과,051-607-4435,2019-08-28,3310000,부산광역시 남구
경상남도,창원시,단독주택/공동주택,전용용기,0,70,100,0,170,0,0,350,0,700,0,0,0,0,0,0,2150,0,4310,0,환경위생과,055-225-3583,2018-06-30,5670000,경상남도 창원시
강원도,영월군,단독주택,전용용기,0,0,0,0,70,0,0,0,0,230,0,0,0,0,0,0,0,0,1440,0,환경산림과,033-370-2335,2018-08-27,4270000,강원도 영월군
전라남도,해남군,단독주택,납부필증,0,0,0,0,0,130,0,0,0,430,0,0,0,0,0,0,1320,0,2640,0,환경교통과,061-530-5336,2020-07-13,4930000,전라남도 해남군
서울특별시,노원구,단독주택+공동주택,납부필증,100,0,300,0,0,600,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,자원순환과,02-2116-3816,2020-07-09,3100000,서울특별시 노원구
서울특별시,노원구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,2800,0,0,0,0,0,0,8400,0,16800,0,자원순환과,02-2116-3816,2020-07-09,3100000,서울특별시 노원구
부산광역시,중구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,청소과,051-600-4452,2020-04-27,3250000,부산광역시 중구
부산광역시,중구,기타,납부필증,0,0,0,0,500,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,청소과,051-600-4452,2020-04-27,3250000,부산광역시 중구
부산광역시,중구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,청소과,051-600-4452,2020-04-27,3250000,부산광역시 중구
