시도명,시군구명,납부필증사용대상,납부필증유형,1ℓ가격,2ℓ가격,3ℓ가격,4ℓ가격,5ℓ가격,6ℓ가격,7ℓ가격,10ℓ가격,15ℓ가격,20ℓ가격,22ℓ가격,25ℓ가격,26ℓ가격,30ℓ가격,40ℓ가격,50ℓ가격,60ℓ가격,70ℓ가격,120ℓ가격,200ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
서울특별시,중랑구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,0,0,16800,0,청소행정과,2094-1930,2020-06-01,3060000,서울특별시 중랑구
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장수읍,063-350-1215,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장수읍,063-350-1215,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장수읍,063-350-1215,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,산서면,063-350-1264,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,산서면,063-350-1264,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,산서면,063-350-1264,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,번암면,063-350-1312,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,번암면,063-350-1312,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,번암면,063-350-1312,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장계면,063-350-1365,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장계면,063-350-1365,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장계면,063-350-1365,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천천면,063-350-1411,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천천면,063-350-1411,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천천면,063-350-1411,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계남면,063-350-1462,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계남면,063-350-1462,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계남면,063-350-1462,2020-06-02,4750000,전라북도 장수군
인천광역시,동구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,3850,0,7630,0,자원순환과,032-770-6422,2019-07-24,3500000,인천광역시 동구
인천광역시,동구,단독주택,납부필증,0,0,170,0,260,0,0,0,0,0,0,0,0,0,0,0,2810,0,5550,0,자원순환과,032-770-6422,2019-07-24,3500000,인천광역시 동구
경상남도,양산시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7850,0,자원순환과,055-392-2643,2020-06-02,5380000,경상남도 양산시
강원도,강릉시,기타,기타,0,50,80,0,110,0,0,230,0,440,0,0,0,0,0,0,0,0,0,0,자원순환과,033-640-4525,2020-07-03,4200000,강원도 강릉시
경상남도,통영시,단독주택,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,자원순환과,055-650-1330,2020-06-29,5330000,경상남도 통영시
경상남도,통영시,공동주택,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,자원순환과,055-650-1330,2020-06-29,5330000,경상남도 통영시
경상남도,통영시,사업장용,납부필증,0,0,120,0,200,0,0,400,0,800,0,0,0,0,1600,0,0,0,4800,0,자원순환과,055-650-1330,2020-06-29,5330000,경상남도 통영시
부산광역시,해운대구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,자원순환과,051-749-4434,2020-06-24,3330000,부산광역시 해운대구
부산광역시,해운대구,단독주택,전용용기,0,0,6500,0,7000,0,0,0,0,16000,0,0,0,0,0,0,0,0,55000,0,자원순환과,051-749-4434,2020-06-24,3330000,부산광역시 해운대구
경상북도,영천시,단독주택,전용용기,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,054-330-6193,2020-06-22,5100000,경상북도 영천시
경상북도,영천시,사업장용,전용용기,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,자원순환과,054-330-6193,2020-06-22,5100000,경상북도 영천시
광주광역시,동구,기타,납부필증,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,환경청호과,062-608-2522,2020-02-12,3590000,광주광역시 동구
경기도,이천시,단독주택,기타,50,0,110,0,180,0,0,350,0,700,0,0,0,0,0,1750,0,0,0,0,자원관리과,031-644-2602,2020-02-12,4070000,경기도 이천시
경기도,이천시,공동주택,기타,50,0,110,0,180,0,0,350,0,700,0,0,0,0,0,1750,0,0,0,0,자원관리과,031-644-2602,2020-02-12,4070000,경기도 이천시
제주특별자치도,서귀포시,공동주택,기타,33,66,99,132,165,198,231,330,495,660,726,825,858,990,1320,1650,1980,2310,3960,6600,생활환경과,064-760-2931,2019-09-20,6520000,제주특별자치도 서귀포시
제주특별자치도,서귀포시,단독주택,기타,33,66,99,132,165,198,231,330,495,660,726,825,858,990,1320,1650,1980,2310,3960,6600,생활환경과,064-760-2931,2019-09-20,6520000,제주특별자치도 서귀포시
전라북도,장수군,단독주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계북면,063-350-1513,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,공동주택,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계북면,063-350-1513,2020-06-02,4750000,전라북도 장수군
전라북도,장수군,사업장용,RFID,0,0,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계북면,063-350-1513,2020-06-02,4750000,전라북도 장수군
대구광역시,달서구,단독주택,납부필증,0,80,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,청소과,053-667-2722,2020-05-31,3470000,대구광역시 달서구
대구광역시,달서구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,청소과,053-667-2722,2020-05-31,3470000,대구광역시 달서구
대구광역시,달서구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4880,0,청소과,053-667-2722,2020-05-31,3470000,대구광역시 달서구
대구광역시,동구,단독주택,전용용기,0,0,0,160,0,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,환경녹색과,053-662-2722,2020-05-27,3420000,대구광역시 동구
강원도,원주시,단독주택,납부필증,0,0,100,0,170,0,0,320,0,680,0,0,0,0,0,0,0,0,0,0,생활자원과,033-737-3084,2020-05-27,4190000,강원도 원주시
전라북도,부안군,단독주택,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
전라북도,부안군,공동주택,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
전라북도,부안군,사업장용,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
전라북도,부안군,기타,납부필증,0,0,80,0,150,0,0,250,0,500,0,0,0,700,0,1200,0,0,0,0,부안군청 환경과,063-580-4357,2020-05-25,4790000,전라북도 부안군
울산광역시,남구,단독주택,납부필증,0,0,0,0,300,0,0,0,0,1200,0,0,0,0,0,0,3600,0,0,0,환경관리과,052-226-4821,2020-05-11,3700000,울산광역시 남구
울산광역시,남구,공동주택,납부필증,0,0,0,0,300,0,0,0,0,1200,0,0,0,0,0,0,3600,0,0,0,환경관리과,052-226-4821,2020-05-11,3700000,울산광역시 남구
울산광역시,남구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,7200,0,0,0,환경관리과,052-226-4821,2020-05-11,3700000,울산광역시 남구
서울특별시,동대문구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-2127-4733,2020-04-21,3050000,서울특별시 동대문구
서울특별시,동대문구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,0,0,8400,0,16800,0,청소행정과,02-2127-4733,2020-04-21,3050000,서울특별시 동대문구
경기도,김포시,기타,전용용기,0,50,100,0,160,0,0,320,0,650,0,0,0,0,0,0,0,0,0,0,자원순환과,031-980-2765,2020-01-01,4090000,경기도 김포시
경기도,군포시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,0,청소행정과,031-390-0353,2020-04-30,4020000,경기도 군포시
경기도,군포시,공동주택,기타,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,031-390-0353,2020-04-30,4020000,경기도 군포시
경기도,군포시,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,031-390-0353,2020-04-30,4020000,경기도 군포시
경기도,군포시,단독주택,납부필증,0,0,150,0,250,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,청소행정과,031-390-0353,2020-04-30,4020000,경기도 군포시
충청북도,충주시,기타,납부필증,0,0,100,0,140,0,0,250,0,470,0,0,0,0,0,0,0,0,0,0,자원순환과,043-850-6922,2020-04-30,4390000,충청북도 충주시
부산광역시,북구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,청소행정과,051-309-4455,2020-04-22,3320000,부산광역시 북구
부산광역시,북구,공동주택,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,청소행정과,051-309-4455,2020-04-22,3320000,부산광역시 북구
부산광역시,북구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,051-309-4455,2020-04-22,3320000,부산광역시 북구
인천광역시,계양구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,7200,0,청소행정과,032-450-5454,2020-04-14,3550000,인천광역시 계양구
서울특별시,성북구,공동주택,납부필증(스티커),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-2241-4412,2020-04-13,3070000,서울특별시 성북구
서울특별시,성북구,음식점,납부필증(스티커),0,0,0,0,700,0,0,1400,0,2800,0,0,0,0,0,0,8400,0,16800,0,청소행정과,02-2241-4412,2020-04-13,3070000,서울특별시 성북구
경상남도,남해군,공동주택,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,2700,0,환경녹지과,055-860-3279,2020-06-22,5430000,경상남도 남해군
경상남도,남해군,사업장용,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,5400,0,환경녹지과,055-860-3279,2020-06-22,5430000,경상남도 남해군
경상남도,거제시,단독주택,납부필증,0,0,0,0,220,0,0,0,660,0,0,1100,0,0,0,0,2640,0,5280,0,자원순환과,055-639-4836,2020-06-16,5370000,경상남도 거제시
경상남도,거제시,공동주택,납부필증,0,0,0,0,220,0,0,0,660,0,0,1100,0,0,0,0,2640,0,5280,0,자원순환과,055-639-4836,2020-06-16,5370000,경상남도 거제시
경기도,수원시,"사업장용, 공동주택 일부",납부필증(스티커),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,0,청소자원과,031-228-2257,2020-03-31,3740000,경기도 수원시
경기도,수원시,사업장용,납부필증(칩),0,0,0,0,0,0,0,500,0,1000,0,0,0,0,0,0,0,0,0,0,청소자원과,031-228-2257,2020-03-31,3740000,경기도 수원시
서울특별시,중구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,20000,청소행정과,02-3396-5463,2018-12-04,3010000,서울특별시 중구
서울특별시,중구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,2800,0,3500,0,0,5600,0,8400,0,16800,0,청소행정과,02-3396-5463,2018-12-04,3010000,서울특별시 중구
광주광역시,남구,단독주택,납부필증,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경생태과,062-607-3632,2020-03-11,3610000,광주광역시 남구
광주광역시,남구,사업장용,납부필증,0,0,0,0,0,660,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,환경생태과,062-607-3632,2020-03-11,3610000,광주광역시 남구
부산광역시,사상구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,2000,0,0,0,0,0,0,0,0,12000,0,청소행정과,051-310-4451,2020-03-18,3390000,부산광역시 사상구
경기도,고양시,단독주택,납부필증,0,0,120,0,180,0,0,0,0,710,0,0,0,0,0,0,0,0,4130,0,자원순환과,031-8075-2698,2020-03-01,3940000,경기도 고양시
광주광역시,서구,단독주택,납부필증,0,0,210,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,062-360-7323,2020-03-12,3600000,광주광역시 서구
광주광역시,서구,사업장용,납부필증,0,0,0,0,0,660,0,0,1650,0,0,0,0,0,0,0,0,0,13200,0,청소행정과,062-360-7323,2020-03-12,3600000,광주광역시 서구
부산광역시,기장군,공동주택,납부필증,0,0,90,0,150,0,0,0,0,750,0,0,0,0,0,0,0,0,4900,0,청소자원과,051-709-4454,2020-03-13,3400000,부산광역시 기장군
부산광역시,기장군,단독주택,납부필증,0,0,90,0,150,0,0,0,0,750,0,0,0,0,0,0,0,0,4900,0,청소자원과,051-709-4454,2020-03-13,3400000,부산광역시 기장군
부산광역시,기장군,사업장용,납부필증,0,0,90,0,150,0,0,0,0,750,0,0,0,0,0,0,0,0,4900,0,청소자원과,051-709-4454,2020-03-13,3400000,부산광역시 기장군
서울특별시,용산구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,자원순환과,02-2199-7313,2020-03-03,3020000,서울특별시 용산구
서울특별시,용산구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,0,0,3500,0,0,5600,0,8400,0,16800,0,자원순환과,02-2199-7313,2020-03-03,3020000,서울특별시 용산구
충청남도,아산시,기타,기타,0,0,55,0,91,0,0,0,0,319,0,0,0,0,0,0,957,0,1913,0,아산시시설관리공단 환경시설팀,041-538-1921,2020-03-03,B553452,아산시시설관리공단
서울특별시,송파구,단독주택,납부필증,100,200,300,0,500,0,0,0,0,2000,0,0,0,0,0,0,0,7000,12000,0,자원순환과,02-2147-2840,2020-02-17,3230000,서울특별시 송파구
서울특별시,송파구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,2800,0,0,0,0,0,0,0,9800,16800,0,자원순환과,02-2147-2840,2020-02-17,3230000,서울특별시 송파구
대전광역시,동구,단독주택,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-251-4574,2020-02-24,3640000,대전광역시 동구
대전광역시,동구,공동주택,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-251-4574,2020-02-24,3640000,대전광역시 동구
대전광역시,동구,사업장용,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-251-4574,2020-02-24,3640000,대전광역시 동구
대전광역시,동구,기타,납부필증,0,0,180,0,300,0,0,0,0,1200,0,0,0,0,0,0,0,0,7200,0,환경과,042-251-4574,2020-02-24,3640000,대전광역시 동구
서울특별시,은평구,사업장용,납부필증,140,0,0,0,700,0,0,1400,0,2800,0,0,0,0,0,0,8400,0,16800,0,자원순환과,02-351-7593,2020-01-01,3110000,서울특별시 은평구
서울특별시,은평구,공동주택,납부필증,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,12000,0,자원순환과,02-351-7593,2020-01-01,3110000,서울특별시 은평구
광주광역시,동구,단독주택,납부필증,0,0,130,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경청소과,062-608-2522,2020-02-12,3590000,광주광역시 동구
경기도,양주시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,양주시 청소행정과,031-8082-6922,2020-04-01,5590000,경기도 양주시
경기도,광주시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078,0,자원순환과,031-760-4543,2020-04-07,5540000,경기도 광주시
경기도,광주시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078,0,자원순환과,031-760-4543,2020-04-07,5540000,경기도 광주시
서울특별시,동작구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,청소행정과,02-820-9563,2017-11-13,3190000,서울특별시 동작구
경상북도,영덕군,기타,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,환경위생과,054-730-6193,2019-09-19,5180000,경상북도 영덕군
전라남도,나주시,단독주택,납부필증,0,0,0,0,170,0,0,0,0,670,0,0,0,0,0,0,0,0,4000,0,청소자원과,061-339-8943,2019-09-26,4830000,전라남도 나주시
인천광역시,계양구,공동주택,전용용기,0,0,180,0,300,0,0,0,0,0,0,0,0,0,0,0,3600,0,7200,0,음식물자원화팀,032-450-5453,2020-02-01,B551295,인천광역시계양구시설관리공단
전라남도,장흥군,단독주택/공동주택/사업장용/기타,전용용기/납부필증/기타,0,70,0,0,130,0,0,240,0,460,0,0,0,0,0,0,0,0,2700,0,환경관리과,061-860-0347,2019-06-25,4910000,전라남도 장흥군
경기도,이천시,공동주택,기타,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원관리과,031-644-2602,2020-02-12,4070000,경기도 이천시
경기도,이천시,기타,기타,50,0,110,0,180,0,0,350,0,700,0,0,0,0,0,1750,0,0,0,0,자원관리과,031-644-2602,2020-02-12,4070000,경기도 이천시
부산광역시,사하구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,051-220-4454,2020-01-20,3340000,부산광역시 사하구
부산광역시,사하구,공동주택,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,자원순환과,051-220-4454,2020-01-20,3340000,부산광역시 사하구
부산광역시,사하구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,6000,0,12000,0,자원순환과,051-220-4454,2020-01-20,3340000,부산광역시 사하구
부산광역시,수영구,단독주택,납부필증,0,0,240,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,051-610-4451,2020-01-14,3380000,부산광역시 수영구
부산광역시,수영구,사업장용,납부필증,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,자원순환과,051-610-4451,2020-01-14,3380000,부산광역시 수영구
부산광역시,수영구,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,8400,0,자원순환과,051-610-4451,2020-01-14,3380000,부산광역시 수영구
경상북도,포항시,기타,납부필증,0,0,0,0,270,0,0,0,0,1100,0,0,0,0,0,0,3300,0,6600,0,자원순환과,054-270-3195,2020-01-06,5020000,경상북도 포항시
강원도,홍천군,일반음식점,칩,0,0,70,0,120,0,0,230,0,450,0,0,0,0,0,0,0,0,0,0,환경위생과,033-430-2631,2019-12-16,4250000,강원도 홍천군
충청남도,예산군,공동주택/소형음식점/기타,전용용기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,2400,0,환경과,041-339-7523,2019-12-10,4610000,충청남도 예산군
서울특별시,영등포구,사업장용,납부필증,0,0,0,0,700,0,0,1400,0,2800,0,0,0,0,5600,0,8400,0,16800,0,청소과,02-2670-3436,2019-11-26,3180000,서울특별시 영등포구
대구광역시,북구,"단독주택, 상가",납부필증,0,80,120,0,200,0,0,0,0,810,0,0,0,0,0,0,0,0,4880,0,자원순환과,053-665-2721,2019-11-01,3450000,대구광역시 북구
경기도,시흥시,단독주택,납부필증,0,0,90,0,150,0,0,300,0,600,0,0,0,0,0,0,0,0,0,0,환경사업팀,031-488-6894,2019-10-23,B554066,시흥도시공사
경기도,시흥시,단독주택,납부필증,0,0,82,0,137,0,0,273,0,546,0,0,0,0,0,0,0,0,0,0,환경사업팀,031-488-6894,2019-10-23,B554066,시흥도시공사
경기도,시흥시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,환경사업팀,031-488-6894,2019-10-23,B554066,시흥도시공사
경기도,시흥시,공동주택,납부필증,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276,0,환경사업팀,031-488-6894,2019-10-23,B554066,시흥도시공사
경기도,시흥시,사업장용,납부필증,0,0,0,0,0,0,0,500,0,1000,0,0,0,0,0,0,3000,0,0,0,환경사업팀,031-488-6894,2019-10-23,B554066,시흥도시공사
경기도,시흥시,사업장용,납부필증,0,0,0,0,0,0,0,455,0,910,0,0,0,0,0,0,2730,0,0,0,환경사업팀,031-488-6894,2019-10-23,B554066,시흥도시공사
경상남도,함양군,공동주택,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,2400,0,환경위생과,055-960-5263,2019-09-27,5460000,경상남도 함양군
경상남도,함양군,사업장용,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,2400,0,환경위생과,055-960-5263,2019-09-27,5460000,경상남도 함양군
