시도명,시군구명,지반침하지역상세,위도,경도,발생일자,발생규모면적,발생규모연장,발생규모깊이,발생지역지질종류,최초발생원인,피해사망자수,피해부상자수,피해차량대수,복구상태,복구방법,복구비용,복구완료일자,데이터기준일자,제공기관코드,제공기관명
인천광역시,계양구,계산역 1번 출구,37.543139,126.728984,2017-11-22,10,2,1.5,,상수관로 누수,0,0,0,복구완료,상수관 누수보수 후 되메우기,,2017-11-22,2020-02-12,3550000,인천광역시 계양구
인천광역시,계양구,계산동 920-2 계산역5번출구 앞,37.543336,126.728121,2017-07-29,2,1,1.5,,원인불명,0,0,0,복구완료,다짐 및 되메우기 후 포장복구,,2017-07-29,2020-02-12,3550000,인천광역시 계양구
인천광역시,계양구,작전동 865-37 대명약국 앞 횡단보도,37.528043,126.722293,2017-07-25,1,1,0.5,,노후 하수관 파손부위로 토사 유실,0,0,0,복구완료,하수관 보수후 되메우기,,2017-07-25,2020-02-12,3550000,인천광역시 계양구
인천광역시,계양구,박촌동 52-8 성모당 약국 앞,37.555778,126.745358,2017-07-25,1,1,0.5,,지하철 공사시 시공한 하수관의 파손부위로 토사 유실,0,0,0,복구완료,하수관 보수후 되메우기,,2017-07-25,2020-02-12,3550000,인천광역시 계양구
부산광역시,동래구,명륜동 386 동래전화국,35.204192,129.083093,2019-05-13,0.5,2,1,,하수박스 벽체부 파손으로 인한 토사유실,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,우장춘로 67번길 2,35.213886,129.071605,2019-04-23,1,1,1,,하수박스 벽체부 파손으로 인한 토사유실,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,명서로 182,35.207362,129.102013,2019-04-11,2,3,1.5,,하수박스 벽체부 파손으로 인한 토사유실,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,온천동 1134-26번지,35.211272,129.062843,2019-04-03,1,3,1.5,,노후하수관 파손에 의한 박스부 토사유실,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,사직동 981-4번지,35.204965,129.058758,2018-10-08,6,12,0.01,,도시가스 공급관 매설 후 다짐불량,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,온천동 1646 (백옥사우나 일원),35.204965,129.058758,2018-05-30,1,2,1,,인근 아파트 배수시설 누수에 따른 침하 발생,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,반송로 202(cu편의점 일원),35.198811,129.097121,2018-04-11,2,2.5,1.5,,통신맨홀 주변 마감 불량으로 인한 토사유실,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
부산광역시,동래구,사직동 789-2번지 일원,35.196135,129.063515,2018-03-22,4,6,0.15,,연약지반 지하수 상승에 따른 침하 발생,0,0,0,복구완료,확인굴착,,,2020-01-16,3300000,부산광역시 동래구
경상북도,구미시,구미대로32길 1,36.120615,128.363028,2018-06-30,1,1,1.5,기타,노후 하수관 접합부(관대관접합) 손상으로 누수 및 토사 유실,0,0,0,복구완료,완전복구,2000000,2018-06-30,2019-12-19,5080000,경상북도 구미시
전라남도,영광군,전라남도 영광군 대마면 원흥리 17-7,35.3024605,126.567172,2018-07-20,2,1,0.1,기타,상하수관공사 부실,0,0,0,복구중,아스콘 보수,2500000,2018-08-03,2019-12-27,4970000,전라남도 영광군
경기도,의정부시,호원동 286-15번지,37.720673,127.045476,2018-06-08,1.5,1.5,2,,하수관 파손,0,0,0,복구완료,,,2018-06-11,2019-12-01,3820000,경기도 의정부시
경기도,의정부시,의정부동 395-20번지,37.730723,127.050173,2018-06-08,1,1,1.5,,맨홀접속부 파손,0,0,0,복구완료,,,2018-06-11,2019-12-01,3820000,경기도 의정부시
경기도,의정부시,의정부동 157-27번지,37.740641,127.050829,2018-05-11,1.5,1.5,1.5,,맨홀접속부 파손,0,0,0,복구완료,,,2018-05-14,2019-12-01,3820000,경기도 의정부시
경기도,의정부시,호원동 434-3번지,37.721081,127.047085,2018-05-11,1,1,1,,맨홀접속부 파손,0,0,0,복구완료,,,2018-05-14,2019-12-01,3820000,경기도 의정부시
경기도,의정부시,금오동 229-17번지,37.754537,127.067113,2018-05-04,1,1,1.5,,하수관 파손,0,0,0,복구완료,,,2018-05-07,2019-12-01,3820000,경기도 의정부시
경기도,의정부시,녹양동 328번지,37.758426,127.039105,2018-05-03,1,1,1.5,,묻힌 맨홀 침하,0,0,0,복구완료,,,2018-05-07,2019-12-01,3820000,경기도 의정부시
경기도,의정부시,호원동 459번지,37.709396,127.048502,2018-04-25,1,1,1,,하수관 파손,0,0,0,복구완료,,,2018-04-26,2019-12-01,3820000,경기도 의정부시
경상남도,하동군,북천면 옥정리 893- 4번지,35.007236,127.053167,2015-01-01,150,40,0.2,기타,영농에 필요한 물 공급을 위해 지하도 관장을 파면서 토양 공극을 채우고 있던 물이 빠져나가 빈 공간 형성으로 인해 침하 발생,0,0,0,복구완료,그라우팅,30000,2018-06-07,2019-06-16,5440000,경상남도 하동군
울산광역시,동구,양지6길 33,35.496527,129.420437,2019-06-22,,0.8,0.5,,우수박스 접합상태 불량,0,0,0,복구완료,관로보수,,,2020-03-25,6310000,울산광역시
울산광역시,울주군,서생면 화정리 935번지(서생삼거리 인근),39.393683,129.328859,2019-05-19,,1.5,2,,하수관로 노후에 따른 부식으로 누수발생 및 토사유출,0,0,6,복구완료,관로보수,,,2020-03-25,6310000,울산광역시
울산광역시,중구,난곡15길 21,35.555676,129.281152,2019-04-18,,0.5,0.5,,관로파손,0,0,0,복구완료,관로보수,,2019-04-18,2020-03-25,6310000,울산광역시
울산광역시,동구,명덕마을 앞 교차로 인근,35.525806,129.433176,2018-10-07,,5,4,,관로파손,0,0,0,복구완료,관로보수,,,2020-03-25,6310000,울산광역시
울산광역시,울주군,온산읍 원산리 1241(우봉 이진로/ S-OIL부지 앞),35.429696,129.297833,2018-09-14,,1,2,,해안도로 침하,0,0,0,복구완료,"포장보수,TTP 설치 등",,2020-03-16,2020-03-25,6310000,울산광역시
울산광역시,남구,선암동 명동삼거리에서 공단 2정문 방향 약 150m지점,35.507536,129.334118,2018-09-13,,5,2,,산/알카리로 오염된 지하수로 인해 스팀배관 손상사고 발생,0,0,1,복구완료,스팀배관 교체 및 오염된 토양 치환 완료 후 스팀 정상 공급중,,,2020-03-25,6310000,울산광역시
울산광역시,동구,대송로 생생마트 앞,35.504304,129.428211,2018-06-07,,1,1.5,,관로파손,0,0,0,복구완료,관로보수,,,2020-03-25,6310000,울산광역시
울산광역시,울주군,온산읍 덕신리 온산소방서 앞(덕신로),35.433795,129.306125,2018-03-28,,0.5,1.5,,상수관 누수로 인한 토사 유실,0,0,0,복구완료,관로보수,,,2020-03-25,6310000,울산광역시
인천광역시,중구,항동7가 27-173 연안초등학교 앞 보도,37.454188,126.607975,2019-12-26,,0.3,0.2,,하수관 손상에 따른 토사유실,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,남동구,구월동 1455(구 롯데백화점) 일원,37.447841,126.701313,2019-12-16,,12,0.1,,개인 배수설비(하수관) 파손 및 다짐불량으로 인한 사유지 도로 침하,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,계양구,계양대로 170 경인교대입구역 1번출구 앞 도로,37.538764,126.722574,2019-08-29,,1,0.3,,기존 기층부 동공이 8.29. 집중호우로 인해 확대됨에 따라 침하 발생,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,서구,검단로 검단사거리 횡단보도 도로,37.601998,126.656624,2019-07-19,,0.8,1.2,,우수관과 오수관 접합부 불량에 의한 토사 유실,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,계양구,계양구 새말사거리,37.525487,126.705004,2019-06-25,,2,0.2,,하수맨홀 불량으로 인한 동공 발생,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,계양구,계양구 인천교통연수원 앞,37.543371,126.716586,2019-06-25,,0.4,0.3,,하수관로 손상으로 도로침하 발생,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,서구,서구 정서진로 미즌하임 앞 교차로,37.559489,126.618748,2019-06-17,,0.8,0.8,,오수관 연결부 불량 및 오수관 변형,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,동구,송림로 50 삼익아파트 앞 도로,37.474551,126.641234,2019-06-11,,0.25,0.3,,상수도관 누수로 동공 및 침하 발생,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,중구,월미로233번길 11,37.474762,126.600551,2019-05-20,,15,0.1,,다짐불량에 의한 지반침하,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,연수구,연수구 비류대로 함박마을 버스정거장 앞,37.424184,126.682035,2019-05-19,,0.5,0.7,,노후 하수관 손상으로 동공 및 침하 발생,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,미추홀구,경인로  LG베스트샵도화점(주안로 10) 앞,37.463789,126.670730,2019-05-10,,0.5,0.7,,하수관 연결부 파손으로 동공 및 침하 발생,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
인천광역시,부평구,청천동 112번지 쌍용아파트 삼거리,37.507173,126.720470,2019-02-08,,4,5,,지하수유출,0,0,,복구완료,,,,2020-03-17,6280000,인천광역시
울산광역시,울주군,온산읍 원산리 1241 (우봉이진로),35.4170000,129.3630000,2018-09-14,1,1,1,,파랑(파도) 및 조력에 의한 침하,0,0,0,복구중,다짐 후 재포장,,2020-03-17,2020-02-04,3730000,울산광역시 울주군
울산광역시,울주군,온산읍 산암리 온산항사거리,35.4382460,129.3513670,2018-01-24,1.1,2.2,1.2,,굴착공사,0,0,0,복구완료,아스콘 포장,1000000,2018-01-25,2020-02-04,3730000,울산광역시 울주군
서울특별시,서초구,"서초구 반포1동 748-16 (사평대로, 신논현역 1번출구)",37.504310,127.023987,2015-05-25,0.6,0.6,1.3,,매립된 폐하수관으로 토사 유입,0,0,,복구완료,,,,2019-08-14,3210000,서울특별시 서초구
서울특별시,서초구,"서초구 양재동 237-2 (강남대로, 양재시민의숲역 1번 출구 앞 2차로)",37.470386,127.038743,2015-05-02,0.6,0.6,1.5,,신분당선 토류판 미제거로 배면에 공간이 생성되어 상부토사가 하부로 유실,0,0,,복구완료,,,,2019-08-14,3210000,서울특별시 서초구
서울특별시,서초구,"서초구 반포동 20-43 (잠원로, 반포자이 아파트 앞)",37.506429,127.009496,2015-04-02,0.5,0.5,0.2,,굴착복구 다짐 불량,0,0,,복구완료,,,,2019-08-14,3210000,서울특별시 서초구
서울특별시,서초구,"서초구 서초동 1716-8 (서초대로 279, 서초역방향 1차로)",37.493253,127.012217,2014-08-22,1.5,3,1.5,,상수도퇴수관 연결 접합부 결함,0,0,,복구완료,,,,2019-08-14,3210000,서울특별시 서초구
충청북도,영동군,충청북도 영동읍 회동로 158 바위산식당 앞,36.173766,127.800720,2015-04-26,0.2,0.3,1,기타,상수도관누수,0,0,0,복구완료,노후상수도관교체,2000000,2015-04-27,2017-11-16,4440000,충청북도 영동군
울산광역시,울주군,온산읍 산암리 온산항사거리,35.438246,129.351367,2018-01-24,,2.2,1.2,,굴착공사,0,0,0,복구완료,아스콘 포장,,2018-01-25,2020-03-25,6310000,울산광역시
울산광역시,동구,서부동 257-4번지 일원,35.528989,129.430780,2017-09-19,,1,1,,관로파손,0,0,0,복구완료,관로보수,,2017-09-19,2020-03-25,6310000,울산광역시
울산광역시,동구,화암중학교 입구 교차로 일원,35.486271,129.414435,2017-09-17,,2,2.5,,우수관~맨홀 접합 불량,0,0,0,복구완료,접합부보수,,,2020-03-25,6310000,울산광역시
울산광역시,울주군,덕신대교 진입 50m 전방,35.428824,129.305816,2017-08-05,,2,1,,관로파손,0,0,0,복구완료,관로보수,,,2020-03-25,6310000,울산광역시
울산광역시,남구,매암동 472-2번지 일원,35.521227,129.372316,2017-07-08,,3,1,,지하수위로 인한 토사유출,0,0,0,복구완료,지반치환,,,2020-03-25,6310000,울산광역시
서울특별시,영등포구,영등포구 여의도동 25-1,37.5241289,126.9242262,2019-12-22,,2.5,2.5,화강암류,지하공공보도 공사(상수도 파손)에 따른 지반침하,1,0,0,복구완료,조치 및 포장완료,,2020-02-14,2020-02-18,3180000,서울특별시 영등포구
서울특별시,영등포구,영등포구 여의도동 23-1,37.5254728,126.9239784,2019-09-15,,1.5,1.5,화강암류,"다짐불량(교통섬, 보도) 등으로 인한 장기 압밀 침하",0,0,0,복구완료,조치 및 포장완료,,2019-09-20,2020-02-18,3180000,서울특별시 영등포구
서울특별시,영등포구,영등포구 여의도동 24-3,37.5245917,126.9252853,2019-09-05,,5,5,화강암류,지하공공보도 공사(가시설 배면구간) 에 따른 지반침하,0,0,0,복구완료,조치 및 포장완료,,2019-09-08,2020-02-18,3180000,서울특별시 영등포구
서울특별시,영등포구,영등포구 당산동4가 38-1,37.528410,126.896780,2018-05-24,,0.3,0.3,화강암류,하수관로 개량 다짐 미흡으로 인한 침하,0,0,0,복구완료,조치 및 포장완료,,2018-05-24,2020-02-18,3180000,서울특별시 영등포구
서울특별시,영등포구,영등포구 여의도동 44-11,37.520045,126.930781,2018-03-28,,0.3,1,화강암류,폐쇄된 빗물받이 연결관 토사 유실,0,0,0,복구완료,조치 및 포장완료,,2018-03-28,2020-02-18,3180000,서울특별시 영등포구
서울특별시,영등포구,영등포구 양평동4가 23-2,37.535432,126.894292,2018-03-27,,5,1.5,화강암류,인근 공사차량 중량에 의한 노후 하수박스 상판파손,0,0,1,복구완료,조치 및 포장완료,,2018-03-27,2020-02-18,3180000,서울특별시 영등포구
울산광역시,남구,선암동 명동삼거리에서 공단 2정문 방향 약 150m지점,35.507536,129.334118,2018-09-13,3,5,2,,"산,알카리로 오염된 지하수로 인해 스팀배관 손상사고 발생",0,0,1,복구완료,스팀배관 교체 및 오염된 토양 치환 완료 후 스팀 정상 공급중,,2018-11-25,2019-11-25,3700000,울산광역시 남구
울산광역시,남구,매암동 472-2번지 일원,35.52104352,129.3737048,2017-07-08,3,3,1.5,,지하수위로 인한 토사유출,0,0,0,복구완료,지반치환 후 포장복구 완료,,2017-07-15,2019-11-25,3700000,울산광역시 남구
울산광역시,남구,신남로83,35.5287189,129.312878,2017-06-30,1,2,0.5,,노후 하수관 파손으로 인한 토사유실,0,0,0,복구완료,"침하 발견 즉시 긴급 조치 실시, 해당관로 관교체(L=40m) 공사 실시(2017.7.10.), 해당구간 복구포장 실시",,2017-07-26,2019-11-25,3700000,울산광역시 남구
울산광역시,남구,용연사거리,35.4463563,129.0749953,2017-04-29,0.2,0.2,1,,오수관로 누수로 인한 토사 유출,0,0,0,복구완료,오수관로 접합부 보수 후 포장복구,,2017-04-29,2019-11-25,3700000,울산광역시 남구
울산광역시,남구,황성동 130-2번지,35.8709457,129.2182331,2017-04-26,1,2.5,1.5,,노후 하수관 파손으로 인한 토사유실,0,0,0,복구완료,"침하 발견 즉시 침하원인 굴착 확인, 해당관로 관교체(L=10m) 공사 실시",,2017-04-26,2019-11-25,3700000,울산광역시 남구
울산광역시,남구,삼산동 1488-17번지,35.5481896,129.3300004,2017-04-23,3,2,1,,노후 하수관 파손으로 인한 토사유실,0,0,0,복구완료,"침하 발견 즉시 파손부분 긴급복구 완료, 노후관로 교체공사",,2017-04-23,2019-11-25,3700000,울산광역시 남구
충청북도,충주시,국원대로6,36.973126,127.921672,2018-02-07,0.5,0.5,0.5,,우수관 파손,0,0,0,복구완료,우수관로 점검 조사 및 보수(포장),,2018-02-12,2019-11-11,4390000,충청북도 충주시
경기도,안양시,동안구 부림동 부림중학교 앞,37.398063,126.953283,2016-07-31,1,1,0.5,,빗물받이 연결관 파손에  따른 토사유실,0,0,0,복구완료,,,2016-08-01,2019-08-31,3830000,경기도 안양시
서울특별시,마포구,망원로 68,37.5570972,126.9043665,2018-05-22,1.5,1.5,1,,다짐불량,0,0,0,복구완료,다짐 및 아스콘 포장,500000,2018-05-23,2018-08-14,3130000,서울특별시 마포구
서울특별시,마포구,독막로 289,37.54510642,126.9452126,2018-07-16,0.8,0.8,1,,토사유실(하수관),0,0,0,복구완료,콘크리트 및 아스콘포장,1000000,2018-07-17,2018-08-14,3130000,서울특별시 마포구
서울특별시,마포구,서강로3길 41,37.54976156,126.9298125,2018-07-18,2,1.5,1,,토사유실(개인배수관),0,0,0,복구완료,콘크리트 및 아스콘포장,7000000,2018-07-19,2018-08-14,3130000,서울특별시 마포구
서울특별시,마포구,만리재옛2길 14,37.54718465,126.9570432,2018-07-24,0.8,0.8,1,,누수(개인배수관 파손),0,0,0,복구완료,되메우기 및 포장 복구,500000,2018-07-24,2018-08-14,3130000,서울특별시 마포구
서울특별시,마포구,중동 89-10,37.57530837,126.9015868,2018-08-08,1,10,3,,토사유실(제방),0,0,0,복구중,제방보수 및 토사성토,30000000,,2018-08-14,3130000,서울특별시 마포구
경기도,수원시,팔달구 우만동 293-12,37.290144,127.030609,2019-12-25,,0.4,1,,하수관 손상(개인배수설비 파손),0,0,0,복구완료,하수관 교체,,2019-12-25,2020-03-13,3740000,경기도 수원시
경기도,수원시,팔달구 수원시청역 사거리 교차로 내,37.261557,127.031984,2018-12-22,,4,0.1,,지하철 공사 시 복구 불량,0,0,0,복구완료,골재 치환,,2018-12-22,2020-03-13,3740000,경기도 수원시
인천광역시,연수구,인천광역시 연수구 아카데미로 23 (송도 셀트리온 앞 사거리),37.370504,126.645331,2015-06-19,,0.3,0.2,,하수관 파손,0,0,0,복구완료,,,,2020-03-10,3520000,인천광역시 연수구
전라남도,여수시,수정동 782,34.741239,127.753495,2017-07-21,1.3,6,2.8,기타,지반쇄굴,0,0,0,복구완료,자체복구,20000000,2017-07-24,2019-09-30,4810000,전라남도 여수시
경상남도,창원시,의창구 도계동 창원중학교 앞,35.227962,128.681707,2017-01-31,1,1,1,기타,하수관 파손,0,0,0,복구완료,파수관 보수 및 도로포장,,2017-01-31,2018-06-30,5670000,경상남도 창원시
