치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립년월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
대전광역치매센터,광역치매센터,대전광역시 중구 문화로 282,대전광역시 중구 대사동 640,36.31684464,127.4153053,2019-03,217.55,"센터장실, 행정실, 프로그램A,B 상담AB실, 치매사업프로그램준비실",1,1,3,4,충남대학교병원,송민호,042-280-8968,2017-01-01,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",042-280-8968,충남대학교병원,2019-10-11,6300000,대전광역시
동구치매안심센터,치매안심센터,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,36.34298597,127.4204612,2019-04,669,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,8,3,6,동구보건소,장선애,042-621-6011,2018-04-10,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-621-6011,동구보건소,2019-10-11,6300000,대전광역시
기장군 치매지원센터,치매안심센터,부산광역시 기장군 장안읍 좌방길 6,부산 광역시 기장군 정관읍 용수로 11,35.31331082,129.2442307,2015-04,431.67,,1,6,2,4,기장군보건소,조지선,051-709-2983,2015-04-14,"치매 선별검사, 치매환자 인지재활 프로그램, 치매환자가족교실, 자조모임, 치매 예방교육 등",051-709-2932,기장군보건소,2020-03-17,3400000,부산광역시 기장군
사상구치매안심센터,치매안심센터,부산광역시 사상구 학감대로 242(감전동),부산광역시 사상구 감전동 138-8,35.15254918,128.9914565,2019-06,624.48,"사무실, 상담실, 진단실, 배움터, 쉼터, 가족교실, 가족카페",2,11,5,5,부산광역시 사상구보건소,이소라,051-310-5152,,"치매환자 등록 관리, 중증치매노인공공후견, 사례관리, 치매치료관리비 지원, 치매조기검진, 치매환자 쉼터 및 가족지원, 치매 인식 개선을 위한 홍보 캠페인 등",051-310-5152,부산광역시 사상구 사상구보건소,2020-03-17,3390000,부산광역시 사상구
안산시단원보건소 치매안심센터,치매안심센터,"경기도 안산시 단원구 화랑로 250,단원보건소 3층",경기도 안산시 단원구 초지동 666-8,37.32106713,126.8152625,2019-03,558.41,로비(1)+사무실(1)+상담실(1)+검진실(2)+가족카페(1)+쉼터(3),3,10,1,4,안산시 단원보건소,정재훈,031-481-6556,,"조기검진, 등록관리, 예방및홍보, 쉼터및가족카페 운영",1666-1234,경기도 안산시 단원보건소,2019-07-05,3930000,경기도 안산시
봉화군치매안심센터,치매안심센터,경상북도 봉화군 봉화읍 봉화로 1203,경상북도 봉화군 봉화읍 내성리 285,36.8905028702,128.7420904266,2018-12,,치매쉼터(1)+보건지소치매쉼터(2)+치매가족카페(1)+프로그램실(1),2,6,4,작업치료사(4),봉화군 보건소,이영미,054-679-6791,,"치매안심센터 및 치매쉼터운영, 우리마을예쁜치매쉼터, 치매보듬마을, 헤아림치매가족교실, 무료치매검사 및 치료비 지원, 홍보 캠페인, 치매선도학교 및 서포터즈 운영",,경상북도 봉화군청,2019-10-10,5240000,경상북도 봉화군
목포시 치매안심센터,치매안심센터,전라남도 목포시 수문로32,전라남도 목포시 남교동 164,34.7931324633,126.3829319365,2098-01,1048,,3,6,3,1,전라남도 목포시 하당보건지소,김엔다,061-270-4271,,"치매선별검사,치매인지재활프로그램, 치매환자등록관리",061-270-4271,전라남도 목포시청,2019-10-08,4800000,전라남도 목포시
동구치매안심센터,치매안심센터,"광주광역시 동구 서남로 14, 7층",광주광역시 동구 서석동 29,35.14495168,126.9231621,2017-11,610,사무실(1)+진료실(2)+상담실(1)+사랑방(1)+프로그램실(1)+대회의실(1)+가족카페(1),0,9,0,2,동구보건소,남현,062-608-3490,,"치매조기검진, 치매파트너 양성, 치매치료비지원, 인지재활교육, 치매예방교육",062-608-3281,광주광역시 동구,2019-10-08,3590000,광주광역시 동구
장수치매정신통합센터,치매안심센터,전라북도 장수군 장수읍 장천로 255-10,전라북도 장수군 장수읍 노하리 360-2,35.6551312067,127.5191363527,2019-04,,"치매 가족카페, 쉼터, 정신 우울증 약제비 지원, 정신주간재활프로그램 등",1,3,5,2,보건의료원,유봉옥,063-350-2611,2019-04-12,"치매 예방, 상담, 조기진단, 정신건강증진사업 등",063-350-2670,보건사업과,2019-08-01,4750000,전라북도 장수군
금산군치매안심센터,치매안심센터,충청남도 금산군 금산읍 비범1길 5,,36.1095223013,127.4934473200,2018-12,419.38,"사무실(1), 쉼터(1), 프로그램실(1)",0,14,4,2,금산군보건소,이화영,041-750-4173,,"치매상담, 등록관리, 조기검진, 인지재활프로그램, 치매치료관리비지원, 치매주간보호센터 운영 등",041-750-4171,충청남도청,2019-03-04,4550000,충청남도 금산군
나주시 치매안심센터,치매안심센터,전라남도 나주시 풍물시장2길 57-32,전라남도 나주시 이창동 740-1,34.9952282504,126.7082249081,2018-11,827,진료실+상담실+치매환자쉼터+가족카페,1,8,3,작업치료사(4),나주시,이채주,061-339-4786,,"치매 예방 프로그램, 인지강화 프로그램, 치매환자 쉼터 운영, 치매환자 가족 교실 운영",061-339-4762,나주시 보건소,2019-09-30,4830000,전라남도 나주시
하남시치매안심센터,치매안심센터,경기도 하남시 대청로 9,경기도 하남시 신장동 519-4,37.53999475,127.2133592,2018-07,280,사무실(1)+프로그램실(2)+상담실(2)+검진실(1)+카페(1),1,7,1,2,하남치매안심센터,구성수,031-790-6546,,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등",031-790-6254,경기도 하남시,2019-03-27,4040000,경기도 하남시
대구광역시중구치매안심센터,치매안심센터,대구광역시 중구 태평로 45 중구보건소 3층,"대구광역시 중구 태평로3가 174-1, 중구보건소 3층",35.8779043552,128.583346,2019-12,,사무실+검진실+프로그램실+치매가족카페,1,6,2,2,대구광역시중구보건소,황석선,053-661-3911,,"선별검사, 진단검사, 상담, 치매예방교육, 기억쉼터 운영 및 인지재활프로그램, 가족교실 운영, 맞춤형사례관리 등",053-661-3851,대구중구청(대구광역시중구보건소),2019-06-20,3410000,대구광역시 중구
고창군 치매안심센터,치매안심센터,전라북도 고창군 고창읍 전봉준로 90,전라북도 고창군 고창읍 율계리 101,35.4438580254,126.6827451828,2018-10,353,상담실+검진실+쉼터+프로그램실+가족카페+사무실 등,1,8,2,5,고창군보건소,최현숙,063-560-8725,,"치매환자 등록관리, 인지증진 및 재활프로그램, 맞춤형사례관리, 가족지원프로그램 등",063-560-8728,고창군청,2019-05-27,4780000,전라북도 고창군
도봉구치매지원센터,치매상담전화센터,서울특별시 도봉구 마들로 650,"서울특별시 도봉구 방학동720-33호,도봉월드상가 4층",37.6680283466,127.0470649989,2008-02,701.96,"상담실1, 검진실3, 프로그램실3, 사무실1",1,6,2,2,도봉병원,오승용,02-955-3591,2017-01-01,"치매환자의 등록·관리, ?치매의 예방·교육 및 홍보, 치매조기검진",02-2091-4562,서울특별시 도봉구보건소,2019-09-30,3090000,서울특별시 도봉구
광주광역시남구치매안심센터,치매안심센터,광주광역시 남구 백양로 7,광주광역시 남구 백운동 634-26,35.1338176687,126.9025755260,2018-10,227.36,사무실(1),1,7,1,7,광주광역시남구보건소,이윤지,062-607-4371,,"치매조기검진, 치매환자 등록·관리 등",062-607-4371,광주광역시남구,2019-09-01,3610000,광주광역시 남구
김제시 치매안심센터,치매안심센터,전라북도 김제시 성산길 138,전라북도 김제시 요촌동 423-2,35.8008084008,126.883339,2017-12,841.8,없음,1,7,2,작업치료사1임상심리사1기타보건인력6,김제시 보건소,김형희,063-540-4978,,인지재활프로그램인지강화프로그램쉼터카페제공치매치료비지원치매선별검사 및 진단검사 등,063-540-2743,김제시 보건소치매재활과,2019-04-18,4710000,전라북도 김제시
광양시 치매안심센터,치매안심센터,전라남도 광양시 광양읍 호북길 13-3,전라남도 광양시 광양읍 칠성리 898-3,34.980119,127.583648,2018-11,593,"검진실,프로그램실,까페,사무실,창고",1,6,1,,광양시보건소,이정희,061-797-4059,,"치매조기검진,치매가족자조모임,사례관리,인지강화프로그램",061-797-4122,광양시보건소,2019-03-18,4840000,전라남도 광양시
전라남도 광역치매센터,광역치매센터,"전라남도 순천시 순광로 221, 성가롤로병원 1층 암센터 전라남도광역치매센터(조례동)",,34.9644732960,127.5417698518,2015-12,,,1,0,6,2(작업치료사),성가롤로병원,조은미,061-726-6980,,"치매사업 기획, 교육, 홍보, 시군 기술지원+치매안심마을 추진+폐교쉼터 지원 안심마을 참여자 교육",,전라남도,2019-07-08,6460000,전라남도
서구 치매안심센터,치매안심센터,광주광역시 서구 운천로172번길 32(쌍촌동),광주광역시 서구 쌍촌동 1003-3,35.1481692,126.8601743,1997-01,217,,0,11,1,3,광주광역시 서구 상무금호보건지소,변혁석,062-350-4759,,"치매조기검진, 치료관리비 지원, 실종예방 인식표 보급, 치매 인식 개선 홍보 캠페인 등",062-350-4759,광주광역시 서구 상무금호보건지소,2019-03-05,3600000,광주광역시 서구
안산시상록수보건소 치매안심센터,치매안심센터,경기도 안산시 상록구 차돌배기로1길 5,경기도 안산시 상록구 사동 1584,37.30026357,126.8450629,2019-05,430,로비(1)+사무실(1)+교육상담실(1)+검진실(3)+가족카페(1)+쉼터(1),4,15,3,2(작업치료사),안산시 상록수보건소,박건희,031-481-5857,,"조기검진, 등록관리, 예방및홍보, 쉼터및가족카페 운영",1666-1234,경기도 안산시 상록수보건소,2019-07-05,3930000,경기도 안산시
김천시 보건소,치매상담전화센터,"경상북도 김천시 시청1길 221(신음동, 김천시보건소)",,36.1395120,128.1128670,1962-09,2147.61,0,0,2,0,0,김천시 보건소,손태옥,054-433-4000,,치매조기검진사업 및 치매치료관리비지원사업 등,054-421-2743,김천시 보건소,2019-09-23,5060000,경상북도 김천시
담양군치매안심센터,치매안심센터,전라남도 담양군 담양읍 완동길 10-5,전라남도 담양군 담양읍 만성리 116-1,35.3247033908,126.9807889,2019-02,613.81,사무실+휴게실+진단실+치매쉼터+프로그램실+정신진단실+정신가족쉼터+창고+화장실1+화장실2+엘리베이터+홀/복도,1,7,3,5,담양군치매안심센터,김순복,061-380-3986,,치매상담 및 등록관리사업+일반조기검진사업+치매치료관리비지원+치매환자조호물품제공+배회가능어르신인식표발급+인지강화프로그램운영+치매예방교육운영+치매예방교실운영+치매환자쉼터프로그램운영+헤아림가족교실운영+치매파트너양성+치매극복선도단체양성+치매환자맞춤형사례관리사업,061-380-3968,담양군청,2019-09-17,4850000,전라남도 담양군
세종특별자치시 치매안심센터(조치원),치매안심센터,세종특별자치시 조치원읍 수원지1길 16,,36.6072550614,127.300019556,2019-01,439,"사무실,프로그램실, 상담실",0,4,2,2,세종특별자치시보건소,권근용,044-301-2000,,"치매검진, 상담, 쉼터, 가족교실 프로그램 등 운영(기초)",044-301-2000,세종특별자치시보건소,2019-08-13,5690000,세종특별자치시
세종특별자치시 치매안심센터(어진동),치매안심센터,세종특별자치시 다솜1로 31,,36.5019041611,127.256616339,2019-06,439,"사무실,프로그램실,상담실, 검진실",0,4,2,1,세종특별자치시보건소,권근용,044-301-2000,,"치매검진, 상담, 쉼터, 가족교실 프로그램 등 운영(기초)",044-301-2000,세종특별자치시보건소,2019-08-13,5690000,세종특별자치시
세종특별자치시광역치매센터,광역치매센터,세종특별자치시 조치원읍 수원지1길 16,,36.6072550614,127.300019556,2017-03,439,"사무실,소회의실, 상담실, 대회의실, 체험관",1,2,2,2,충남대학교병원,김정란,044-861-8540,2016-12-02,"치매기획, 연구, 교육, 기술지원사업(광역)",044-300-5715,세종특별자치시청,2019-08-13,5690000,세종특별자치시
만안치매안심센터,치매안심센터,경기도 안양시 만안구 문예로 48 (6층),경기도 안양시 만안구 안양동 532-1,37.3858978054,126.9329448098,2019-04,406.8,"사무실,쉼터,프로그램실,검진실,가족카페등",1,7,1,2,만안구보건소,신흥남,031-8045-3180,,"무료치매검사,쉼터운영, 치매극복의날 기념행사등",,안양시만안구보건소,2019-09-20,3830000,경기도 안양시
산청군 치매안심센터,치매안심센터,경상남도 산청군 산청읍 중앙로97,경상남도 산청군 산청읍 지리 797,35.4160820623,127.884238144,2019-06,881.52,"사무실, 상담실, 검진실, 프로그램실, 치매카페, 쉼터",0,4,0,작업치료사 2명,산청군보건의료원,권현옥,055-970-7500,,"등록관리, 조기검진,인지강화,예방교실, 단기쉼터 및 치매 카페 운영, 치매 인식개선 및 홍보, 치매치료관리 지원 등",055-970-7541,산청군보건의료원,2019-04-22,5450000,경상남도 산청군
증평군치매안신셈터,치매안심센터,충청북도 증평군 증평읍 보건복지로 64-1,충청북도 증평군 증평읍 내성리 57-2,36.77424904,127.5867247,2018-08,117.7,,0,3,3,2,증평군보건소,연영미,043-835-4242,,"치매 기억력 검진, 치매환자 인지재활 프로그램, 치매환자 가족교실, 자조모임, 치매 예방교육, 치매안심마을 조성 등",043-835-4242,증평군보건소,2019-09-18,5570000,충청북도 증평군
동작구치매안심센터,치매안심센터,서울특별시 동작구 남부순환로 2025,서울특별시 동작구 사당동 1049-11,37.4763912,126.9736106,2009-10,988.2,"인지건강센터, 교육실, 검진실, 상담실 등",2,9,3,7,서울특별시 보라매병원,김병관,02-598-6088,2009-10-05,"치매조기검진, 예방등록관리, 치매인식개선, 지역사회역량강화",02-820-9443,서울특별시 동작구,2019-05-15,3190000,서울특별시 동작구
대구남구치매안심센터,치매안심센터,대구광역시 남구 영선길 34,대구광역시 남구 대명동 2003,35.853883,128.5918331,2019-01,215.9,사무실(2)+교육실(1)+상담실(1)+검진실(3),0,8,3,작업치료사(3)+임상심리사(2),대구광역시 남구보건소,이상희,053-664-3671,,"치매조기검진사업, 치매환자 및 가족프로그램 운영, 치매예방교육 및 인식개선사업 등",053-664-3695,대구광역시 남구보건소,2019-09-05,3440000,대구광역시 남구
치매안심센터,치매안심센터,경상북도 경산시 남매로 158,경상북도 경산시 중방동 708-5,35.8251107545,128.743282358,2013-08,,"진료실, 검사실(3), 교육상담실, 심리검사실, 자원봉사자실, 탕비실, 물품보관실, 문서고, 프로그램실(3), 사무실, 가족카페, 카페사랑방 등",1,18,1,4,경산시보건소,안경숙,053-810-6385,,"치매선별검진, 우리마을 예쁜 치매쉼터",053-810-6385,경상북도 경산시보건소,2019-09-05,5130000,경상북도 경산시
울주치매안심센터,치매안심센터,울산광역시 울주군 웅촌면 은현작동로 49,울산광역시 울주군 웅촌면 검단리 1091-19,35.456881,129.176837,2018-05,300.78,검진실(1)+상담실(2)+단기쉼터(1)+기억쉼터(1)+가족카페(1)+사무실(1)+교육실(1)+한방실(1)+강당(1)+운동치료실(1),1,10,2,작업치료사(2)+센터장(1)+담당(1),울주군보건소,최우영,052-204-2878,,"치매조기검진 및 진단검사, 치매안심마을 운영, 치매공공후견사업, 치매 상담 및 등록,  단기쉼터 운영, 치매예방프로그램 운영, 치매인식개선홍보 등",052-204-2798,울산광역시 울주군보건소,2019-09-06,3730000,울산광역시 울주군
보령시치매안심센터,치매안심센터,충청남도 보령시 대천로 113,충청남도 보령시 죽정동 703-1,36.3560497125,126.6038988277,2018-08,490.19,없음,0,4,3,2,충청남도 보령시 보건소,박승필,041-930-0937,,"건강체조, 공예, 웃음치료, 노래교실, 뜨개질, 요리 등",041-930-0937,보령시보건소,2019-09-05,4510000,충청남도 보령시
금천구치매안심센터,치매안심센터,서울특별시 금천구 시흥대로123길 11,서울특별시 금천구 독산동 289-5,37.470175,126.8970301,2009-09,748.1,사무실(2)+프로그램실(5)+가족카페(1)+상담 및 검진실(5)+화장실남(2)+화장실여(2),1,8,3,4,고려대학교 구로병원,병원장 한승규,02-3281-9082,2017-01-01,"1. 치매가족 교육 및 지지프로그램운영 2.뇌건강증진실 운영 - 치매군,위험군,정상군 프로그램 실시 3.등급 외 경증치매노인을 위한 기억키움학교 프로그램 운영 4. 치매선별검진 등",02-2627-2215,서울특별시 금천구 보건소,2019-08-28,3170000,서울특별시 금천구
은평구치매안심센터,치매안심센터,서울특별시 은평구 연서로34길 11,서울특별시 은평구 불광동 130-2,37.6215461,126.9276985,2008-03,520.78,,1,9,3,"음악치료사 1,작업치료사 2,행정요원 1",서울특별시 서북병원,박찬병,02-388-8233,2017-01-01,"치매 조기검진 및 등록관리, 치료비 지원 및 사례관리, 인지건강프로그램 운영, 치매예방 교육 및 홍보",02-351-8682,서울특별시 은평구 보건소,2019-09-01,3110000,서울특별시 은평구
원주시치매상담센터,치매안심센터,강원도 원주시 원일로 139 (건강문화센터 3층),강원도 원주시 일산동 211 (건강문화센터 3층),37.351556,127.946773,2018-11,5.5,,0,10,0,4,원주시보건소(보건사업과),박왈수,033-737-4541,,치매조기검사,033-737-4541,강원도 원주시청,2019-05-23,4190000,강원도 원주시
부산광역시광역치매센터,광역치매센터,부산광역시 서구 대신공원로26 센터동 10층,부산광역시 서구 동대신동3가 1-22 센터동 10층,35.119918,129.017557,Mar-14,649.81,야외 정원 세미나실,1,2,2,4,동아대학교병원,안희배,051-240-2560,2017-01-01,"치매예방, 두드림 복합운동교실, 치매예방 두드림 인지교실 및 가상현실(VR) 인지프로그램",051-888-3341,부산시 건강정책과,2019-08-31,6260000,부산광역시
양주시 치매안심센터,치매안심센터,경기도 양주시 화합로1426번길 90,경기도 양주시 덕정동 206,37.83814235,127.0680350930,2019-05,595,"쉼터, 가족카페, 원예치료실등",2,5,1,4,양주시보건소,안미숙,031-8082-7147,2019-05-15,"치매조기검진, 치매예방프로그램, 치매환자 쉼터, 치매가족지원사업, 치매약제비 지원, 조호용품등 지원",031-8082-7100,양주시 건강증진과,2020-04-02,5590000,경기도 양주시
중구치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557592,127.4212943,2019-08,647,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,4,1,4,중구보건소,구기희,042-288-8180,2018-08-20,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-8180,중구보건소,2019-10-11,6300000,대전광역시
서구치매안심센터,치매안심센터,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1300,36.355071,127.3833597,2019-04,711,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,11,4,4,서구보건소,박경용,042-288-4470,2018-04-24,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-4470,서구보건소,2019-10-11,6300000,대전광역시
유성구치매안심센터,치매안심센터,대전광역시 유성구 유성대로730번길 51,대전광역시 유성구 장대동 282-15,36.35812074,127.335452,2019-05,457,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,7,3,4,유성구보건소,신현정,042-611-5112,2018-05-31,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-611-5112,유성구보건소,2019-10-11,6300000,대전광역시
대덕구치매안심센터,치매안심센터,대전광역시 대덕구 동춘당로 187,대전광역시 대덕구 법동 192-1,36.3672085744,127.4308383875,2019-07,487,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,8,1,5,대덕구보건소,김주연,042-608-4491,2018-07-20,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-608-4491,대덕구보건소,2019-10-11,6300000,대전광역시
공주시치매안심센터,치매안심센터,충청남도 공주시 봉황로 123 공주시보건소 1층,충청남도 공주시 교동 120 공주시보건소 1층,36.4572932,127.1208348,2018-03,210,"상담실, 검진실, 쉼터, 가족카페",2,10,2,"작업치료사1, 임상심리사2, 담당 공무원2",공주시보건소,공주시보건소장(김대식),041-840-8811,2018-03-21,"1. 치매조기검진2. 치매노인 지문등록3. 치매치료관리비 지원4. 조호물품(위생물품) 제공5. 치매예방교실6. 인지강화교실7. 인지재활프로그램8. 기타 인지자극 프로그램9. 헤아림 가족교실10. 치매가족 힐링 프로그램11. 치매공공후견 사업12. 치매어르신주간보호소 운영(위탁)13. 치매안심마을 운영14. 치매인식 개선 및 교육, 홍보 사업15. 배회가능 어르신 인식표 발급 및 GPS 운영",041-840-8527,공주시보건소,2019-09-25,4500000,충청남도 공주시
고흥군 치매안심센터,치매안심센터,전라남도 고흥군 고흥읍 등암3길 5,전라남도 고흥군 고흥읍 등암리 1258-21,34.5923698527,127.2683142841,2017-12,330,"사무실, 프로그램실",0,4,1,2,고흥군보건소,박소언,061-830-6638,2018-01-02,치매검진 및 예방 교육 가족교실 및 인지강화교실 운영,061-830-6638,고흥군보건소,2019-09-25,4880000,전라남도 고흥군
함양군 치매안심센터,치매안심센터,경상남도 함양군 함양읍 한들로 141,경상남도 함양군 함양읍 용평리 630-3 함양군보건소,35.519672,127.731783,2018-09,398,"사무실, 상담실, 검진실, 쉼터, 가족카페, 프로그램실",1,6,1,2,함양군보건소,강기순,055-960-5355,,"치매조기검진, 치매환자상담 및 등록관리, 조호물품제공, 사례관리, 인지재활프로그램운영, 치매가족모임운영, 치매환자실종예방사업 등",055-960-5355,함양군보건소,2019-04-22,5460000,경상남도 함양군
마산보건소 치매안심센터,치매안심센터,경상남도 창원시 마산합포구 월영동북로15,경상남도 창원시 마산합포구 해운동 61-1,35.1823994263,128.562816,2000-04,662,,1,7,1,1,마산보건소 건강관리과,이종락,055-225-5993,,"치매인지재활, 치매가족모임",055-225-5993,경상남도 창원시청,2019-09-24,5670000,경상남도 창원시
진해보건소 서부보건지소 치매안심센터,치매안심센터,경상남도 창원시 진해구 중원동로 62,경상남도 창원시 진해구 중앙동 11-1,35.149898,128.661939,2018-02,40,,0,4,2,1,진해보건소 서부보건지소,조현국,055-225-6692,,"치매인지재활, 치매가족모임",055-225-6151,경상남도 창원시청,2019-09-24,5670000,경상남도 창원시
영덕군치매안심센터,치매안심센터,경상북도 영덕군 영덕읍 경동로 8367,,36.4181546942,129.367630062,2017-12,,,0,3,3,,경상북도 영덕군 보건소,김미옥,054-730-7252,,"치매선별검사, 서포터즈 교육, 치매가족 자조프로그램 운영",,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군
춘천시 치매안심센터,치매안심센터,강원도 춘천시 스무숲길 4-46,강원도 춘천시 석사동 171-8,37.84600237,127.7469968,2019-05,2347.61,,2,16,2,"임상심리사(1), 작업치료사(1)",춘천시보건소,함수근,033-250-4004,,"치매조기검진(간이검사 무료, 정밀검진비 지원), 상담 및 교육, 치매 극복의 날 행사, 약제비 지원, 간병용품 지원, 치매환자 가족지원, 인지강화프로그램, 치매예방프로그램, 치매환자 단기쉼터 운영, 인식표 보급, 배회감지기 통신비 지원, 인식개선 및 홍보 등",033-250-4004,춘천시보건소,2019-08-23,4180000,강원도 춘천시
